Department,Subject,Course,Instructor,A,B,C,D,F,IP,IX,NP,P,RD,W,Total
Business,ACCTG,ACCTG 1,BROOKINS G T,17,10,10.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,21,69
Business,ACCTG,ACCTG 1,FITZGERALD R L,19,9,9.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,14,60
Business,ACCTG,ACCTG 1,HAIG J S,19,13,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,23,67
Business,ACCTG,ACCTG 1,HANOUNEK T H,12,3,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,13,38
Business,ACCTG,ACCTG 1,KNIGHT R B,11,14,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,17,53
Business,ACCTG,ACCTG 1,LAMARRA F,25,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,41
Business,ACCTG,ACCTG 1,MAIER L S,25,12,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,45
Business,ACCTG,ACCTG 1,MARES S,14,10,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,11,41
Business,ACCTG,ACCTG 1,NAULT W H,17,7,6.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,33,85
Business,ACCTG,ACCTG 1,PLATZ W A,23,5,5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,25,72
Business,ACCTG,ACCTG 1,RUBIO C,16,9,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,12,48
Business,ACCTG,ACCTG 1,STEINBERGER E K,8,7,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7,40
Business,ACCTG,ACCTG 1,TRIPPETTI V J,22,2,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,9,48
Business,ACCTG,ACCTG 2,ARAKELIAN A,17,19,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9,60
Business,ACCTG,ACCTG 2,BROOKINS G T,7,12,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,32
Business,ACCTG,ACCTG 2,CARBALLO P S,13,6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2,25
Business,ACCTG,ACCTG 2,DANIEL C,14,7,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,11,48
Business,ACCTG,ACCTG 2,HUANG AI M,25,4,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,40
Business,ACCTG,ACCTG 2,KNIGHT R B,14,4,14.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,7,45
Business,ACCTG,ACCTG 2,LAMARRA F,14,11,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,31
Business,ACCTG,ACCTG 2,LIM WIN Y,28,6,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,42
Business,ACCTG,ACCTG 2,LU M,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12
Business,ACCTG,ACCTG 2,MAIER L S,13,7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,27
Business,ACCTG,ACCTG 2,STEINBERGER E K,3,3,5.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,11,37
Business,ACCTG,ACCTG 2,TRIPPETTI V J,10,9,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9,42
Business,ACCTG,ACCTG 6,HANSON M P,10,7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,24
Business,ACCTG,ACCTG 7,HANSON M P,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,26
Business,ACCTG,ACCTG 9,HUANG AI M,49,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,74
Business,ACCTG,ACCTG 9,KIM J S,52,10,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,75
Business,ACCTG,ACCTG 9,KIM M S,21,14,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,42
Business,ACCTG,ACCTG 10A,LU M,19,20,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,8,65
Business,ACCTG,ACCTG 10B,LU M,25,12,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9,55
Business,ACCTG,ACCTG 10C,HANSON M P,9,7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,20
Business,ACCTG,ACCTG 10C,KIM J S,8,9,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,25
Business,ACCTG,ACCTG 11,CARBALLO P S,9,9,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,27
Business,ACCTG,ACCTG 12,STEINBERGER E K,24,17,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,58
Business,ACCTG,ACCTG 15,RUBIO C,11,10,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,33
Business,ACCTG,ACCTG 16,RUBIO C,10,7,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4,26
Business,ACCTG,ACCTG 17,RUBIO C,24,7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,51
Business,ACCTG,ACCTG 21,BROOKINS G T,6,4,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,10,38
Business,ACCTG,ACCTG 21,RESNICK W J,70,10,4.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,10,108
Business,ACCTG,ACCTG 31A,VALDIVIA O,15,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,29
Business,ACCTG,ACCTG 31B,VALDIVIA O,13,6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9,31
Business,ACCTG,ACCTG 45,RESNICK W J,32,8,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,3,51
Business,AD JUS,AD JUS 1,NASSER D M,9,11,12.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,6,48
Business,AD JUS,AD JUS 2,DARDEN C A,6,12,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,6,32
Business,AD JUS,AD JUS 3,SMITH DEBORAH R,1,9,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,3,29
Business,AD JUS,AD JUS 5,DARDEN C A,6,10,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5,34
Business,AUTO,AUTO 40,OATES S M,4,13,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,6,33
Business,AUTO,AUTO 45,OATES S M,2,14,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,31
Business,BUS,BUS 1,ELHARDT J A,8,6,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,8,37
Business,BUS,BUS 1,EVERETT K M,48,14,4.0,3.0,19.0,0.0,1.0,0.0,0.0,0.0,6,95
Business,BUS,BUS 1,KELLY MARCELLA A,27,28,11.0,1.0,15.0,0.0,0.0,2.0,0.0,0.0,16,100
Business,BUS,BUS 1,KHALIL N,12,7,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,15,43
Business,BUS,BUS 1,NALEPA L L,13,10,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1,42
Business,BUS,BUS 1,OLIVERI J S,25,15,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,11,73
Business,BUS,BUS 1,RODRIGUEZ K P,36,22,10.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,10,93
Business,BUS,BUS 1,ROPER-CONLEY C,14,34,22.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,20,137
Business,BUS,BUS 1,SEDKY S M,39,20,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,7,81
Business,BUS,BUS 1,SENKO E A,12,7,4.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,5,47
Business,BUS,BUS 1,SHISHIDO K M,38,14,4.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,8,76
Business,BUS,BUS 1,VEAS S,118,15,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7,147
Business,BUS,BUS 5,HALLIDAY-ROBERT CA E,19,17,7.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,5,61
Business,BUS,BUS 5,KLUGMAN E B,17,11,17.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,16,77
Business,BUS,BUS 5,NASSER D M,62,68,29.0,16.0,22.0,0.0,0.0,0.0,1.0,0.0,38,236
Business,BUS,BUS 5,RADOS-CLOKE A,26,40,27.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,24,134
Business,BUS,BUS 5,SINDELL S M,10,5,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,14,42
Business,BUS,BUS 6,HALLIDAY-ROBERT CA E,13,9,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,30
Business,BUS,BUS 8,KHALIL N,10,2,7.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,16,39
Business,BUS,BUS 9,KHALIL N,10,13,5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4,36
Business,BUS,BUS 11,MARGOLIS D L,13,8,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,28
Business,BUS,BUS 15,COMBS G E,9,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,25
Business,BUS,BUS 16,COMBS G E,5,10,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,23
Business,BUS,BUS 20,JUNG D,12,4,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,12,35
Business,BUS,BUS 20,KELLY MARCELLA A,24,9,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4,47
Business,BUS,BUS 20,REVELES J J,15,2,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2,25
Business,BUS,BUS 20,ROCKWELL C,15,10,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,32
Business,BUS,BUS 20,SEDKY S M,41,22,6.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,13,92
Business,BUS,BUS 21,IVAS L,20,5,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5,35
Business,BUS,BUS 22,ADELMAN A,8,22,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,38
Business,BUS,BUS 23,PACCIORETTI T S,44,28,9.0,12.0,36.0,0.0,1.0,0.0,0.0,0.0,12,142
Business,BUS,BUS 26,COPLEN J S,17,16,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44
Business,BUS,BUS 27,COPLEN J S,10,9,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,31
Business,BUS,BUS 28,COPLEN J S,15,9,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1,36
Business,BUS,BUS 28,WILLIAMS AY,21,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,25
Business,BUS,BUS 31,PAIK R,1,5,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,2,26
Business,BUS,BUS 31,SANTILLANES A,1,2,8.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,3,22
Business,BUS,BUS 32,JUNG D,6,5,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4,21
Business,BUS,BUS 32,PAIK R,14,16,14.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1,54
Business,BUS,BUS 32,ROCKWELL C,14,5,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,26
Business,BUS,BUS 32,SEDKY S M,13,7,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,30
Business,BUS,BUS 32,SOUCY S H,33,15,16.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,5,81
Business,BUS,BUS 32,WELTON M,15,5,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,29
Business,BUS,BUS 34,HAIG J D,18,4,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7,38
Business,BUS,BUS 45,GABBAY C C,14,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
Business,BUS,BUS 45,RESNICK W J,40,4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8,57
Business,BUS,BUS 46,SENKO E A,10,1,6.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,3,32
Business,BUS,BUS 46,SHISHIDO K M,18,8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,31
Business,BUS,BUS 47,RESNICK W J,19,3,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6,32
Business,BUS,BUS 47,SENKO E A,8,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,14
Business,BUS,BUS 50,EVERETT K M,28,6,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,42
Business,BUS,BUS 51,WELTON M,10,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,21
Business,BUS,BUS 52,ALEXANDER J S,7,12,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,26
Business,BUS,BUS 53,RODRIGUEZ K P,14,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,28
Business,BUS,BUS 62,BABCOCK L G,15,5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6,31
Business,BUS,BUS 63,BROWN M W,5,4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,23
Business,BUS,BUS 63,CLAUSEN A I,2,8,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6,29
Business,BUS,BUS 63,PACCIORETTI T S,36,7,6.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,14,84
Business,BUS,BUS 65,ALEXANDER J S,10,11,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3,32
Business,BUS,BUS 65,ROCKWELL C,17,6,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,36
Business,BUS,BUS 69,PACCIORETTI T S,9,6,3.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,4,39
Business,BUS,BUS 76,HUNTER R T,13,4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,22
Business,BUS,BUS 80,RODRIGUEZ K P,13,6,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,24
Business,BUS,BUS 81,EVERETT K M,17,3,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4,40
Business,BUS,BUS 82,EVERETT K M,21,4,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3,40
Business,BUS,BUS 83,ROGERS T A,8,6,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,8,32
Business,BUS,BUS 84,RODRIGUEZ K P,21,2,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1,30
Business,COUNS,COUNS 47,RESNICK W J,17,5,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8,40
Business,COUNS,COUNS 47,SENKO E A,4,2,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,15
Communication and Media Studies,BUS,BUS 29,ADELMAN A,2,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
Communication and Media Studies,BUS,BUS 33,ADELMAN A,3,3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,14
Communication and Media Studies,COM ST,COM ST 9,KAIMIKAUA-GREEN C I,5,4,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23
Communication and Media Studies,COM ST,COM ST 9,RUH C,5,11,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6,36
Communication and Media Studies,COM ST,COM ST 11,ANDRADE L M,24,24,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10,67
Communication and Media Studies,COM ST,COM ST 11,BEELER M,8,6,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9,32
Communication and Media Studies,COM ST,COM ST 11,BERMUDEZ JR N A,54,11,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9,77
Communication and Media Studies,COM ST,COM ST 11,BROCCARD D,4,12,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4,31
Communication and Media Studies,COM ST,COM ST 11,BROWN N A,19,16,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18,61
Communication and Media Studies,COM ST,COM ST 11,FARSCHMAN K V,33,37,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10,91
Communication and Media Studies,COM ST,COM ST 11,FOX N M,5,7,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,3,26
Communication and Media Studies,COM ST,COM ST 11,HEMMERT S B,34,14,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3,65
Communication and Media Studies,COM ST,COM ST 11,HOWARD B,31,33,14.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,17,102
Communication and Media Studies,COM ST,COM ST 11,HOWARD D B,39,22,8.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,7,87
Communication and Media Studies,COM ST,COM ST 11,HUBBLE B,18,2,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4,29
Communication and Media Studies,COM ST,COM ST 11,JUNIUS J A,21,34,16.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,6,86
Communication and Media Studies,COM ST,COM ST 11,MARTIN B S,22,10,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7,51
Communication and Media Studies,COM ST,COM ST 11,MCNAMARA C V,33,27,18.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,17,106
Communication and Media Studies,COM ST,COM ST 11,MELAMED N,10,11,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6,36
Communication and Media Studies,COM ST,COM ST 11,MENJIVAR M I,11,34,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3,63
Communication and Media Studies,COM ST,COM ST 11,MLECZKO J,26,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,31
Communication and Media Studies,COM ST,COM ST 11,MOLINA ROGERS N L,15,11,8.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,9,58
Communication and Media Studies,COM ST,COM ST 11,OGATA D K,110,21,6.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,11,159
Communication and Media Studies,COM ST,COM ST 11,PICARELLI R R,8,7,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6,33
Communication and Media Studies,COM ST,COM ST 11,PRESTON B L,47,16,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,67
Communication and Media Studies,COM ST,COM ST 11,RUH C,0.0,7,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,6,30
Communication and Media Studies,COM ST,COM ST 11,SADEGHI-TABRIZI F,1,7,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11,25
Communication and Media Studies,COM ST,COM ST 11,SUNG M,6,11,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,32
Communication and Media Studies,COM ST,COM ST 11,WHIDDEN A R,28,15,7.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,9,64
Communication and Media Studies,COM ST,COM ST 12,KWACK J B,8,10,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5,29
Communication and Media Studies,COM ST,COM ST 16,ANDRADE L M,32,17,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5,64
Communication and Media Studies,COM ST,COM ST 16,HUBBLE B,14,7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,26
Communication and Media Studies,COM ST,COM ST 16,KAIMIKAUA-GREEN C I,12,7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7,28
Communication and Media Studies,COM ST,COM ST 16,SUNG M,8,28,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,6,62
Communication and Media Studies,COM ST,COM ST 21,ANDRADE L M,12,10,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,34
Communication and Media Studies,COM ST,COM ST 21,BROWN N A,26,10,8.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,7,56
Communication and Media Studies,COM ST,COM ST 21,KWACK J B,13,7,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,28
Communication and Media Studies,COM ST,COM ST 21,MENJIVAR M I,23,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,34
Communication and Media Studies,COM ST,COM ST 22,BROWN N A,15,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2,25
Communication and Media Studies,COM ST,COM ST 30,BROCCARD D,10,11,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,28
Communication and Media Studies,COM ST,COM ST 31,BROCCARD D,6,4,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,17
Communication and Media Studies,COM ST,COM ST 35,AVALOS R,15,6,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,28
Communication and Media Studies,COM ST,COM ST 35,BEELER M,12,6,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,30
Communication and Media Studies,COM ST,COM ST 35,BERGSTROM L M,38,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,63
Communication and Media Studies,COM ST,COM ST 35,BROCCARD D,5,11,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3,26
Communication and Media Studies,COM ST,COM ST 35,BROWN N A,15,16,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9,48
Communication and Media Studies,COM ST,COM ST 35,HEMMERT S B,14,6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2,27
Communication and Media Studies,COM ST,COM ST 35,LEMONDS B W,11,4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7,25
Communication and Media Studies,COM ST,COM ST 35,OGATA D K,102,19,6.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,8,144
Communication and Media Studies,COM ST,COM ST 35,PICARELLI R R,7,6,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4,28
Communication and Media Studies,COM ST,COM ST 35,SADEGHI-TABRIZI F,5,8,6.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,5,33
Communication and Media Studies,COM ST,COM ST 35,SMITH H A,8,24,23.0,10.0,11.0,0.0,0.0,1.0,1.0,0.0,22,100
Communication and Media Studies,COM ST,COM ST 36,BROCCARD D,6,13,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2,34
Communication and Media Studies,COM ST,COM ST 37,AVALOS R,13,6,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3,32
Communication and Media Studies,COM ST,COM ST 37,SADEGHI-TABRIZI F,4,5,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6,30
Communication and Media Studies,COM ST,COM ST 37,SMITH H A,3,2,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,7,22
Communication and Media Studies,FILM,FILM 1,BARTESAGHI S,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,41
Communication and Media Studies,FILM,FILM 1,BOLUS M P,39,4,4.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,65
Communication and Media Studies,FILM,FILM 1,CONLEY T,16,8,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3,31
Communication and Media Studies,FILM,FILM 1,FLOOD S W,19,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,39
Communication and Media Studies,FILM,FILM 1,HILL E T,16,12,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3,38
Communication and Media Studies,FILM,FILM 1,MANOJLOVIC M,18,8,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,8,43
Communication and Media Studies,FILM,FILM 1,MATTHEWS M N,13,13,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Communication and Media Studies,FILM,FILM 1,POIRIER N P,19,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,27
Communication and Media Studies,FILM,FILM 1,SPRAGUE T,11,8,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5,29
Communication and Media Studies,FILM,FILM 2,CARRASCO S,19,13,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5,41
Communication and Media Studies,FILM,FILM 2,KANIN J D,29,37,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,6,82
Communication and Media Studies,FILM,FILM 5,KANIN J D,50,11,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,12,84
Communication and Media Studies,FILM,FILM 5,LAFFEY S A,8,9,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,4,31
Communication and Media Studies,FILM,FILM 5,ROSENBERG V L,10,7,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,23
Communication and Media Studies,FILM,FILM 6,SHAW R D,16,7,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,7,35
Communication and Media Studies,FILM,FILM 7,CARRASCO S,16,19,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,41
Communication and Media Studies,FILM,FILM 8,HILL E T,10,9,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2,30
Communication and Media Studies,FILM,FILM 8,KANIN J D,30,33,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,7,76
Communication and Media Studies,FILM,FILM 8,MANOJLOVIC M,19,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8,32
Communication and Media Studies,FILM,FILM 9,LEECH M R,18,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,25
Communication and Media Studies,FILM,FILM 11,POIRIER N P,9,7,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,24
Communication and Media Studies,FILM,FILM 20,MATTHEWS M N,14,6,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31
Communication and Media Studies,FILM,FILM 20,PETRELLA R J,17,33,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3,66
Communication and Media Studies,FILM,FILM 20,ROSENTHAL L,24,2,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,33
Communication and Media Studies,FILM,FILM 21,BIRNBAUM M J,7,7,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,7,29
Communication and Media Studies,FILM,FILM 21,MATTHEWS M N,11,3,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,28
Communication and Media Studies,FILM,FILM 30,DANIELS R,42,3,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5,57
Communication and Media Studies,FILM,FILM 32,BARTESAGHI S,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,27
Communication and Media Studies,FILM,FILM 32,CARRASCO S,26,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28
Communication and Media Studies,FILM,FILM 32L,BARTESAGHI S,24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,26
Communication and Media Studies,FILM,FILM 32L,CARRASCO S,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28
Communication and Media Studies,FILM,FILM 33,CARRASCO S,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26
Communication and Media Studies,FILM,FILM 33L,CARRASCO S,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26
Communication and Media Studies,FILM,FILM 40,JARAMILLO L A,59,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,77
Communication and Media Studies,FILM,FILM 50,PLATT H H,8,9,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3,24
