Department,Subject,Course,Section,Instructor,A,B,C,D,F,IX,NP,P,RD,W,Total
Dance,DANCE,DANCE 46,1801,VAN WORMER V M,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,11
Dance,DANCE,DANCE 55A,1802,LEE J Y,18.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,27
Dance,DANCE,DANCE 57A,4131,RAMIREZ R V,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18
Dance,DANCE,DANCE 59A,3583,WALKER C Y,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Dance,DANCE,DANCE 60,4503,WOLIN‐TUPAS R L,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
Dance,DANCE,DANCE 61,4504,WOLIN‐TUPAS R L,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12
Dance,DANCE,DANCE 70,1805,LEE J Y,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14
Dance,DANCE,DANCE 70,1806,RAMIREZ R V,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10
Dance,DANCE,DANCE 88A,1807,DOUGLAS JUDITH G,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dance,DANCE,DANCE 88B,1810,DOUGLAS JUDITH G,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Design Technology,ET,ET 2,2322,KEESHEN J F,15.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,36
Design Technology,ET,ET 2,4200,KEESHEN J F,21.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,35
Design Technology,ET,ET 11,2323,ABODE JR P J,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,26
Design Technology,ET,ET 13,2324,JAVELOSA D A,11.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Design Technology,ET,ET 15,4201,HUSSAIN W,5.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,20
Design Technology,ET,ET 18,2325,KROYER S J,12.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21
Design Technology,ET,ET 18,2326,KEESHEN J F,13.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26
Design Technology,ET,ET 19A,2327,KEESHEN J F,13.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Design Technology,ET,ET 19B,2328,KROYER S J,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Design Technology,ET,ET 20,2329,KEESHEN J F,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19
Design Technology,ET,ET 21A,4508,DAVIS J A,12.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,25
Design Technology,ET,ET 21B,3505,BROWN S S,14.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,22
Design Technology,ET,ET 21C,3506,KLAUTKY E K,12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19
Design Technology,ET,ET 24,2330,FRIA C T,5.0,4.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,25
Design Technology,ET,ET 24,2331,FRIA C T,7.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,24
Design Technology,ET,ET 24B,2332,KIM JO S,3.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,17
Design Technology,ET,ET 24C,4202,WILLIAMS V J,4.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,15
Design Technology,ET,ET 25,4203,WILLIAMS V J,14.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,23
Design Technology,ET,ET 25B,2333,CHOI Y,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,19
Design Technology,ET,ET 26,2335,FARRE‐TORRENTS R,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,17
Design Technology,ET,ET 31A,2336,LOUIE W B,14.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,5.0,31
Design Technology,ET,ET 31A,2337,LOUIE W B,10.0,11.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,27
Design Technology,ET,ET 31A,4204,LOUIE W B,9.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23
Design Technology,ET,ET 31B,2338,LOUIE W B,5.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,19
Design Technology,ET,ET 31B,2339,LOUIE W B,11.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,23
Design Technology,ET,ET 32,4205,UZAN D,1.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,18
Design Technology,ET,ET 33,4206,ZIEGELMAN T M,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,12
Design Technology,ET,ET 38,2341,BURNS S M,5.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,21
Design Technology,ET,ET 40,2342,BEASLEY F,8.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,24
Design Technology,ET,ET 40,2343,JAVELOSA D A,8.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,25
Design Technology,ET,ET 41,2344,BEASLEY F,8.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,21
Design Technology,ET,ET 42,2345,JAVELOSA D A,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19
Design Technology,ET,ET 42,2346,JAVELOSA D A,10.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,23
Design Technology,ET,ET 44,2347,JAVELOSA D A,10.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Design Technology,ET,ET 60,2348,LOUIE W B,11.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,22
Design Technology,ET,ET 61,2349,POIRIER N P,24.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,31
Design Technology,ET,ET 61,2350,POIRIER N P,17.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,27
Design Technology,ET,ET 72,2351,NAGEL J G,7.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,24
Design Technology,ET,ET 75,2352,DAVIS J A,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24
Design Technology,ET,ET 88B,2354,FRIA C T,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
Design Technology,ET,ET 90C,2358,FRIA C T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Design Technology,ET,ET 91,2359,KLAUTKY E K,10.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Design Technology,ET,ET 92,4208,KAROL‐CROWTHER C I,18.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
Design Technology,ET,ET 94,2360,BROWN S S,15.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,24
Design Technology,ET,ET 96,4209,ROBINSON K C,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23
Design Technology,GR DES,GR DES 18,2450,VRUWINK N R,7.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,20
Design Technology,GR DES,GR DES 18,2452,ARMSTRONG R W,14.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,24
Design Technology,GR DES,GR DES 18,2453,VRUWINK N R,10.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,26
Design Technology,GR DES,GR DES 18,2454,HILL R L,1.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,23
Design Technology,GR DES,GR DES 18,4245,MACGILLIVRAY I J,7.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,25
Design Technology,GR DES,GR DES 31,2455,WOOD S J,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22
Design Technology,GR DES,GR DES 31,2456,DONON S G,2.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,19
Design Technology,GR DES,GR DES 31,4246,DONON S G,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,19
Design Technology,GR DES,GR DES 31,4247,TURNER L J,2.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,19
Design Technology,GR DES,GR DES 33,2457,TURNER L J,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,17
Design Technology,GR DES,GR DES 33,4248,TANAKA BONITA R,18.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,26
Design Technology,GR DES,GR DES 34,2458,MAZZARA E,13.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,24
Design Technology,GR DES,GR DES 34,2459,MAZZARA E,8.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,26
Design Technology,GR DES,GR DES 35,2460,LANCASTER W F,10.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26
Design Technology,GR DES,GR DES 35,2461,ROBINSON K C,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,23
Design Technology,GR DES,GR DES 38,2462,BADUEL Z M,1.0,6.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,24
Design Technology,GR DES,GR DES 38,4249,BADUEL Z M,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,25
Design Technology,GR DES,GR DES 41,2463,BADUEL Z M,6.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,20
Design Technology,GR DES,GR DES 41,2464,BADUEL Z M,3.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,21
Design Technology,GR DES,GR DES 43,4251,TANAKA BONITA R,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27
Design Technology,GR DES,GR DES 50,2465,BLOSS A K,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,23
Design Technology,GR DES,GR DES 51,2466,LANCASTER W F,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21
Design Technology,GR DES,GR DES 60,4252,CHANDLER C M,10.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,26
Design Technology,GR DES,GR DES 61,2467,MISSIRIAN M L,12.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,26
Design Technology,GR DES,GR DES 61,4253,VACARRA J W,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25
Design Technology,GR DES,GR DES 62,4254,RODENHOUSE J L,5.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,22
Design Technology,GR DES,GR DES 64,2468,MACGILLIVRAY I J,4.0,9.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,27
Design Technology,GR DES,GR DES 64,3510,ROTBLATT S J,14.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,27
Design Technology,GR DES,GR DES 64,4255,LANCASTER W F,13.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,22
Design Technology,GR DES,GR DES 64,4256,LANCASTER W F,7.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,20
Design Technology,GR DES,GR DES 64,4511,CAMENETI M A,4.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,21
Design Technology,GR DES,GR DES 65,2469,FREEMAN F J,15.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,27
Design Technology,GR DES,GR DES 65,2470,ANVARI S S,6.0,7.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,22
Design Technology,GR DES,GR DES 65,2471,TRIVIZA A,12.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,21
Design Technology,GR DES,GR DES 65,2472,TRIVIZA A,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,18
Design Technology,GR DES,GR DES 66,2473,BESLER I H,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,16
Design Technology,GR DES,GR DES 66,4257,ANVARI S S,9.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,25
Design Technology,GR DES,GR DES 67,2474,WANG J K,10.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,18
Design Technology,GR DES,GR DES 71,4258,ALEXOPOULOS T A,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,21
Design Technology,GR DES,GR DES 71,4259,GERDS E L,9.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,25
Design Technology,GR DES,GR DES 71B,4260,HEATON W B,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,14
Design Technology,GR DES,GR DES 75,2475,FREEMAN F J,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20
Design Technology,GR DES,GR DES 75,2476,CAVANAUGH J Y,11.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,24
Design Technology,GR DES,GR DES 76,2477,CAVANAUGH J Y,14.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,23
Design Technology,GR DES,GR DES 90C,2481,CAVANAUGH J Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Design Technology,INTARC,INTARC 28A,2571,JACOBS R E,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,22
Design Technology,INTARC,INTARC 28A,2572,MAGNO H R,11.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,24
Design Technology,INTARC,INTARC 28A,4271,NOONAN I,9.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,19
Design Technology,INTARC,INTARC 28B,2573,SOTO A J,12.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26
Design Technology,INTARC,INTARC 29,2574,CORDOVA S A,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19
Design Technology,INTARC,INTARC 30,2575,HAO J Y,8.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,24
Design Technology,INTARC,INTARC 30,4272,HAO J Y,11.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,22
Design Technology,INTARC,INTARC 31,2576,HAO J Y,9.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,22
Design Technology,INTARC,INTARC 31,4514,ZMUDA L M,4.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,21
Design Technology,INTARC,INTARC 34,2577,ADAIR J S,6.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,22
Design Technology,INTARC,INTARC 34B,2578,FRAULINO C,11.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,22
Design Technology,INTARC,INTARC 35,2579,CORDOVA S A,11.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,20
Design Technology,INTARC,INTARC 35,2580,CORDOVA S A,15.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,23
Design Technology,INTARC,INTARC 36,2581,GREGORY D K,4.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,19
Design Technology,INTARC,INTARC 38,2582,TOOKE J L,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Design Technology,INTARC,INTARC 40,2583,HAO J Y,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19
Design Technology,INTARC,INTARC 41,2584,NOONAN I,20.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,38
Design Technology,INTARC,INTARC 44,2585,MAGNO H R,15.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,24
Design Technology,INTARC,INTARC 45,2586,HAO J Y,4.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10
Design Technology,INTARC,INTARC 50,2587,CORDOVA S A,12.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,26
Design Technology,INTARC,INTARC 70,4273,SHIN S K,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,22
Design Technology,IXD,IXD 310,5400,CAVANAUGH J Y,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21
Design Technology,IXD,IXD 350,5401,RODENHOUSE J L,5.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21
Disabled Student Center,COUNS,COUNS 12H,1635,LOR P,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Disabled Student Center,COUNS,COUNS 13H,1636,MONTOYA L L,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9
Disabled Student Center,COUNS,COUNS 15H,1638,GALBRAITH K M,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,15
Disabled Student Center,COUNS,COUNS 21H,1700,PETERS T M,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,7
Disabled Student Center,COUNS,COUNS 22H,1701,PETERS T M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4
Disabled Student Center,COUNS,COUNS 25H,1702,PETERS T M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3
Disabled Student Center,COUNS,COUNS 26,1703,PETERS T M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2
Disabled Student Center,COUNS,COUNS 41H,1704,EVANS JAMI R,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7
Disabled Student Center,COUNS,COUNS 51,1708,JOHNSON A H,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,15
Disabled Student Center,COUNS,COUNS 52,1709,JOHNSON A H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3
Disabled Student Center,COUNS,COUNS 54,1710,AXELROD L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,8
Disabled Student Center,COUNS,COUNS 56,1711,AXELROD L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,9
Disabled Student Center,COUNS,COUNS 57,1712,TERUYA S,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,11
Disabled Student Center,COUNS,COUNS 58,1713,MARCOPULOS G E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4
Disabled Student Center,COUNS,COUNS 58,1714,MARCOPULOS G E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5
Disabled Student Center,COUNS,COUNS 59,1715,JOHNSON A H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,8
Earth Science,ANTHRO,ANTHRO 1,1113,HARADON C M,14.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Earth Science,ANTHRO,ANTHRO 1,1114,RASHIDI J S,4.0,10.0,10.0,9.0,7.0,0.0,0.0,0.0,0.0,4.0,44
Earth Science,ANTHRO,ANTHRO 1,1115,LEWIS B S,5.0,3.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0,7.0,36
Earth Science,ANTHRO,ANTHRO 1,1116,LEWIS B S,4.0,6.0,11.0,4.0,8.0,0.0,0.0,0.0,0.0,9.0,42
Earth Science,ANTHRO,ANTHRO 1,1117,RASHIDI J S,10.0,7.0,13.0,2.0,7.0,0.0,0.0,0.0,0.0,5.0,44
Earth Science,ANTHRO,ANTHRO 1,1118,RASHIDI J S,9.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,38
Earth Science,ANTHRO,ANTHRO 1,4015,HARADON C M,7.0,5.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,27
Earth Science,ANTHRO,ANTHRO 2,1119,GREBLER G,18.0,7.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,4.0,40
Earth Science,ANTHRO,ANTHRO 2,1120,MINZENBERG E G,13.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,26
Earth Science,ANTHRO,ANTHRO 2,1121,DENMAN J F,10.0,10.0,19.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,45
Earth Science,ANTHRO,ANTHRO 2,1122,DENMAN J F,10.0,10.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,46
Earth Science,ANTHRO,ANTHRO 2,1123,GREBLER G,28.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,46
Earth Science,ANTHRO,ANTHRO 2,4016,DENMAN J F,11.0,10.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,43
Earth Science,ANTHRO,ANTHRO 2,4017,DALLA DEA A L,16.0,3.0,2.0,4.0,9.0,0.0,0.0,0.0,0.0,4.0,38
Earth Science,ANTHRO,ANTHRO 2,4018,ZANE W W,7.0,10.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,41
Earth Science,ANTHRO,ANTHRO 3,1124,LEWIS B S,3.0,6.0,7.0,1.0,11.0,0.0,0.0,0.0,0.0,7.0,35
Earth Science,ANTHRO,ANTHRO 3,1125,LEWIS B S,5.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,13.0,36
Earth Science,ANTHRO,ANTHRO 3,4019,LEWIS B S,3.0,3.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,22
Earth Science,ANTHRO,ANTHRO 4,1126,LEWIS B S,4.0,13.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,14.0,42
Earth Science,ANTHRO,ANTHRO 5,1127,BREWSTER C P,6.0,4.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,33
Earth Science,ANTHRO,ANTHRO 5,1128,BREWSTER C P,5.0,9.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,33
Earth Science,ANTHRO,ANTHRO 5,1129,GAULD S C,4.0,8.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,32
Earth Science,ANTHRO,ANTHRO 5,4020,GAULD S C,7.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,30
Earth Science,ANTHRO,ANTHRO 7,4021,COHEN M M,13.0,16.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,36
Earth Science,ANTHRO,ANTHRO 9,1130,HARADON C M,13.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,29
Earth Science,ANTHRO,ANTHRO 10,1131,BREWSTER C P,19.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,29
Earth Science,ANTHRO,ANTHRO 14,1132,ZANE W W,12.0,6.0,8.0,7.0,4.0,1.0,0.0,0.0,0.0,4.0,42
Earth Science,ANTHRO,ANTHRO 14,1133,STRAUSS E M,22.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,33
Earth Science,ANTHRO,ANTHRO 19,1134,MINZENBERG E G,13.0,20.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,47
Earth Science,ANTHRO,ANTHRO 21,1135,MINZENBERG E G,10.0,9.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,6.0,39
Earth Science,ANTHRO,ANTHRO 22,1136,ZANE W W,6.0,13.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,6.0,42
Earth Science,ASTRON,ASTRON 1,1197,BALM S P,8.0,13.0,9.0,6.0,2.0,0.0,1.0,1.0,0.0,7.0,47
Earth Science,ASTRON,ASTRON 1,1198,BALM S P,4.0,16.0,13.0,1.0,3.0,0.0,0.0,2.0,0.0,5.0,44
Earth Science,ASTRON,ASTRON 1,1199,BALM S P,8.0,15.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,40
Earth Science,ASTRON,ASTRON 1,3462,SALAMA A H,6.0,10.0,9.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,34
Earth Science,ASTRON,ASTRON 1,4043,SCHWARTZ M J,15.0,20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,44
Earth Science,ASTRON,ASTRON 2,1200,SALAMA A H,9.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,24
Earth Science,ASTRON,ASTRON 2,1201,BALM S P,10.0,10.0,9.0,2.0,4.0,0.0,0.0,2.0,0.0,5.0,42
Earth Science,ASTRON,ASTRON 2,1202,BALM S P,7.0,12.0,11.0,3.0,5.0,0.0,0.0,1.0,0.0,4.0,43
Earth Science,ASTRON,ASTRON 2,4044,SCHWARTZ M J,15.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,36
Earth Science,ASTRON,ASTRON 3,1203,FOUTS G A,2.0,6.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,16.0,32
Earth Science,ASTRON,ASTRON 3,1204,FOUTS G A,7.0,7.0,9.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,35
Earth Science,ASTRON,ASTRON 4,1205,FOUTS G A,5.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,12.0,30
Earth Science,ASTRON,ASTRON 4,4045,SCHWARTZ M J,19.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,34
Earth Science,ASTRON,ASTRON 5,1206,BALM S P,6.0,21.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,49
Earth Science,ASTRON,ASTRON 5,4046,SCHWARTZ M J,6.0,11.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,32
Earth Science,ASTRON,ASTRON 6,1207,FOUTS G A,12.0,13.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,6.0,43
Earth Science,ASTRON,ASTRON 8,4047,SCHWARTZ M J,5.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,23
Earth Science,ENERGY,ENERGY 1,1891,COOLEY S,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16
Earth Science,ENERGY,ENERGY 2,1892,COOLEY S,6.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,26
Earth Science,ENVRN,ENVRN 7,4191,LEDDY G,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30
Earth Science,ERTHSC,ERTHSC 88A,2236,MINZENBERG E G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Earth Science,ERTHSC,ERTHSC 88B,2238,MINZENBERG E G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Earth Science,ERTHSC,ERTHSC 90A,2240,MINZENBERG E G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Earth Science,GEOG,GEOG 1,2417,LIU J,6.0,7.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,30
