Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,RD,EW,W,Total
Computer Science and Information Systems (CSIS),CS,CS 79E,1781,SENO V T,3,1,1,0.0,1,0.0,0.0,0.0,0.0,1,4,11
Computer Science and Information Systems (CSIS),CS,CS 79F,1782,SENO V T,8,1,1,0.0,5,2,1,0.0,0.0,0.0,1,19
Computer Science and Information Systems (CSIS),CS,CS 79Y,1783,KOL K T,5,3,0.0,0.0,2,0.0,1,0.0,0.0,0.0,5,16
Computer Science and Information Systems (CSIS),CS,CS 79Z,1784,KOL K T,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15
Computer Science and Information Systems (CSIS),CS,CS 80,1785,BOLANDHEMAT F,23,3,4,0.0,1,0.0,0.0,0.0,0.0,0.0,3,34
Computer Science and Information Systems (CSIS),CS,CS 81,1786,WANG AN C,13,1,4,0.0,6,0.0,1,0.0,0.0,0.0,7,32
Computer Science and Information Systems (CSIS),CS,CS 82A,1787,SENO V T,21,5,0.0,2,3,0.0,0.0,0.0,0.0,0.0,1,32
Computer Science and Information Systems (CSIS),CS,CS 82C,1788,DAVILA S,12,3,1,0.0,2,4,1,0.0,0.0,0.0,4,27
Computer Science and Information Systems (CSIS),CS,CS 87A,1789,KOENIG P,30,3,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2,37
Computer Science and Information Systems (CSIS),CS,CS 87A,1790,KOENIG P,23,0.0,1,3,1,2,0.0,0.0,0.0,1,4,35
Computer Science and Information Systems (CSIS),CS,CS 87A,1791,DARWICHE J,6,3,5,1,3,2,0.0,0.0,0.0,0.0,16,36
Computer Science and Information Systems (CSIS),CS,CS 87A,1792,DARWICHE J,9,9,7,0.0,6,1,0.0,0.0,0.0,0.0,7,39
Computer Science and Information Systems (CSIS),CS,CS 87B,1793,DARWICHE J,12,9,5,0.0,2,0.0,2,0.0,0.0,0.0,6,36
Computer Science and Information Systems (CSIS),CS,CS 88B,1795,STAHL H A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Computer Science and Information Systems (CSIS),CS,CS 88C,1796,STAHL H A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1,2909,VYOR S J,9,2,1,0.0,0.0,1,0.0,0.0,0.0,0.0,3,16
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1,2910,VYOR S J,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,5
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 1,2911,VYOR S J,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 9,2912,VYOR S J,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 20,2913,REED A M,25,1,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,29
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 21,2914,REED A M,12,4,2,2,1,0.0,0.0,0.0,0.0,0.0,2,23
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 23,2915,REED A M,18,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 24,2916,REED A M,21,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26
Computer Science and Information Systems (CSIS),OFTECH,OFTECH 28,2917,REED A M,19,5,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,27
Cosmetology,COSM,COSM 10A,1566,PERRET D M,13,3,4,4,2,0.0,0.0,0.0,0.0,0.0,3,29
Cosmetology,COSM,COSM 10A,1567,PERRET D M,18,5,0.0,1,3,0.0,0.0,0.0,0.0,0.0,2,29
Cosmetology,COSM,COSM 10A,1568,PERRET D M,15,8,1,0.0,2,0.0,0.0,0.0,0.0,0.0,1,27
Cosmetology,COSM,COSM 10A,1569,PERRET D M,21,2,1,0.0,1,0.0,0.0,0.0,0.0,0.0,3,28
Cosmetology,COSM,COSM 10A,3319,KEPLER J M,12,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2,24
Cosmetology,COSM,COSM 10B,1570,KEPLER J M,15,4,4,1,2,0.0,0.0,0.0,0.0,0.0,2,28
Cosmetology,COSM,COSM 10B,1571,KEPLER J M,10,6,4,1,6,0.0,0.0,0.0,0.0,0.0,2,29
Cosmetology,COSM,COSM 10B,1572,KEPLER J M,15,8,1,6,0.0,0.0,0.0,0.0,0.0,0.0,2,32
Cosmetology,COSM,COSM 10B,1573,KEPLER J M,15,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1,24
Cosmetology,COSM,COSM 10B,3320,KEPLER J M,12,2,3,6,1,0.0,0.0,0.0,0.0,0.0,2,26
Cosmetology,COSM,COSM 11A,1574,MOISAN A V,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,26
Cosmetology,COSM,COSM 11A,1575,MOISAN A V,15,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,8,24
Cosmetology,COSM,COSM 11B,1576,PERRET D M,6,8,3,1,2,0.0,0.0,0.0,0.0,0.0,2,22
Cosmetology,COSM,COSM 11B,1577,PERRET D M,4,6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,3,19
Cosmetology,COSM,COSM 11C,1578,MANUEL S M,8,8,7,0.0,1,0.0,0.0,0.0,0.0,0.0,2,26
Cosmetology,COSM,COSM 11C,1579,MANUEL S M,7,6,3,0.0,3,0.0,0.0,0.0,0.0,0.0,4,23
Cosmetology,COSM,COSM 11D,1580,MOISAN A V,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
Cosmetology,COSM,COSM 11D,1581,MOISAN A V,14,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,8,27
Cosmetology,COSM,COSM 16,1582,CEBALLOS B A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
Cosmetology,COSM,COSM 16,1583,CEBALLOS B A,16,0.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,3,21
Cosmetology,COSM,COSM 18,1584,BOTMA S M,16,1,2,1,3,0.0,0.0,0.0,0.0,0.0,1,24
Cosmetology,COSM,COSM 18,1585,MANUEL S M,13,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,25
Cosmetology,COSM,COSM 18,1586,BOTMA S M,13,2,2,0.0,1,0.0,1,0.0,0.0,0.0,3,22
Cosmetology,COSM,COSM 18,1587,MANUEL S M,9,7,2,0.0,1,0.0,0.0,0.0,0.0,0.0,3,22
Cosmetology,COSM,COSM 20,1588,IJAMES S V,11,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,2,20
Cosmetology,COSM,COSM 20,1589,IJAMES S V,16,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,25
Cosmetology,COSM,COSM 20,1590,IJAMES S V,15,7,1,1,1,0.0,0.0,0.0,0.0,0.0,4,29
Cosmetology,COSM,COSM 21A,1591,HARRISON H L,9,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15
Cosmetology,COSM,COSM 21A,1592,HARRISON H L,15,3,1,0.0,2,0.0,0.0,0.0,0.0,0.0,3,24
Cosmetology,COSM,COSM 21B,1593,ASSADI J,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,16
Cosmetology,COSM,COSM 21B,1594,ASSADI J,9,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4,24
Cosmetology,COSM,COSM 21C,1595,CEBALLOS B A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19
Cosmetology,COSM,COSM 21C,1596,CEBALLOS B A,23,2,2,0.0,2,0.0,0.0,0.0,0.0,0.0,4,33
Cosmetology,COSM,COSM 21E,1597,MYERS A M,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5
Cosmetology,COSM,COSM 21E,1598,MYERS A M,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15
Cosmetology,COSM,COSM 26,1599,MONGE J V,11,6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,19
Cosmetology,COSM,COSM 26,1600,MONGE J V,13,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,16
Cosmetology,COSM,COSM 28A,1601,HORN S L,6,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1,18
Cosmetology,COSM,COSM 28A,1602,HORN S L,10,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22
Cosmetology,COSM,COSM 28B,1603,HORN S L,10,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
Cosmetology,COSM,COSM 28B,1604,HORN S L,11,7,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Cosmetology,COSM,COSM 30,1605,IJAMES S V,11,8,2,1,2,0.0,0.0,0.0,0.0,0.0,3,27
Cosmetology,COSM,COSM 30,1606,IJAMES S V,6,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,20
Cosmetology,COSM,COSM 30,1607,IJAMES S V,7,9,2,0.0,1,0.0,0.0,0.0,0.0,0.0,2,21
Cosmetology,COSM,COSM 31A,1608,MONGE J V,10,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,11
Cosmetology,COSM,COSM 31C,1609,CEBALLOS B A,10,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,16
Cosmetology,COSM,COSM 31E,1610,MYERS A M,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,5
Cosmetology,COSM,COSM 36,1611,HARRISON H L,10,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19
Cosmetology,COSM,COSM 36,1612,MYERS A M,8,3,0.0,1,1,0.0,0.0,0.0,0.0,0.0,3,16
Cosmetology,COSM,COSM 38,1613,VAN KALLEN D,6,7,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,17
Cosmetology,COSM,COSM 38,1614,VAN KALLEN D,12,5,4,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,23
Cosmetology,COSM,COSM 38B,1615,VAN KALLEN D,10,5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4,20
Cosmetology,COSM,COSM 38B,1616,VAN KALLEN D,16,6,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,24
Cosmetology,COSM,COSM 38C,1617,VAN KALLEN D,13,5,1,0.0,1,0.0,0.0,0.0,0.0,0.0,2,22
Cosmetology,COSM,COSM 38C,1618,VAN KALLEN D,11,11,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,25
Cosmetology,COSM,COSM 41B,1619,MONGE J V,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
Cosmetology,COSM,COSM 42,1620,HARRISON H L,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13
Cosmetology,COSM,COSM 42,1621,HARRISON H L,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9
Cosmetology,COSM,COSM 46,1622,MONGE J V,13,3,0.0,1,1,0.0,0.0,0.0,0.0,0.0,2,20
Cosmetology,COSM,COSM 48,1623,HORN S L,10,6,1,1,0.0,0.0,1,0.0,0.0,0.0,2,21
Cosmetology,COSM,COSM 48,1624,HORN S L,8,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Cosmetology,COSM,COSM 48B,1625,MONGE J V,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22
Cosmetology,COSM,COSM 48B,1626,MONGE J V,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20
Cosmetology,COSM,COSM 50A,1627,MOISAN A V,3,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,9
Cosmetology,COSM,COSM 50A,1628,MOISAN A V,3,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,10
Cosmetology,COSM,COSM 50E,1629,DICAMILLO N,9,8,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,20
Cosmetology,COSM,COSM 50E,1630,DICAMILLO N,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,16
Cosmetology,COSM,COSM 50N,1631,DICAMILLO N,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
Cosmetology,COSM,COSM 50N,1632,DICAMILLO N,1,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3
Cosmetology,COSM,COSM 50R,3596,DICAMILLO N,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cosmetology,COSM,COSM 64,1633,MANUEL S M,16,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25
Cosmetology,COSM,COSM 64,1634,MANUEL S M,18,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28
Cosmetology,COSM,COSM 95A,1635,MANUEL S M,0.0,0.0,0.0,0.0,0.0,24,24,0.0,0.0,0.0,9,57
Cosmetology,COSM,COSM 95A,1636,MOISAN A V,0.0,0.0,0.0,0.0,0.0,25,18,0.0,0.0,0.0,3,46
Cosmetology,COSM,COSM 95B,1637,MONGE J V,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,3,38
Cosmetology,COSM,COSM 95C,1638,MANUEL S M,0.0,0.0,0.0,0.0,0.0,7,6,0.0,0.0,0.0,4,17
Cosmetology,COSM,COSM 95D,1639,PERRET D M,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0.0,0.0,2,7
Counseling,COUNS,COUNS 1,1640,FINLEY S F,0.0,0.0,0.0,0.0,0.0,30,5,0.0,0.0,0.0,3,38
Counseling,COUNS,COUNS 1,1641,FINLEY S F,0.0,0.0,0.0,0.0,0.0,27,5,0.0,0.0,0.0,5,37
Counseling,COUNS,COUNS 11,1642,FINLEY S F,0.0,0.0,0.0,0.0,0.0,29,5,0.0,0.0,0.0,0.0,34
Counseling,COUNS,COUNS 11,1643,LOKENI K,0.0,0.0,0.0,0.0,0.0,24,7,0.0,0.0,0.0,1,32
Counseling,COUNS,COUNS 11,1644,LOKENI K,0.0,0.0,0.0,0.0,0.0,24,4,0.0,0.0,0.0,1,29
Counseling,COUNS,COUNS 11,1645,NOU C S,0.0,0.0,0.0,0.0,0.0,29,3,0.0,0.0,0.0,0.0,32
Counseling,COUNS,COUNS 11,1646,ESQUIVEL E,0.0,0.0,0.0,0.0,0.0,20,12,0.0,0.0,0.0,4,36
Counseling,COUNS,COUNS 11,1647,ROWLAND Y T,0.0,0.0,0.0,0.0,0.0,28,13,0.0,0.0,0.0,2,43
Counseling,COUNS,COUNS 11,1648,NISHIYAMA T K,0.0,0.0,0.0,0.0,0.0,38,3,0.0,0.0,0.0,2,43
Counseling,COUNS,COUNS 11,3395,HAMILTON K N,0.0,0.0,0.0,0.0,0.0,32,7,0.0,0.0,0.0,1,40
Counseling,COUNS,COUNS 12,1651,TRACHTENBERG J,19,3,3,0.0,7,0.0,0.0,0.0,0.0,0.0,1,33
Counseling,COUNS,COUNS 12,1652,RYAN M K,16,1,4,1,2,0.0,0.0,1,0.0,0.0,2,27
Counseling,COUNS,COUNS 12,1653,JOHNSON DE A,2,2,2,0.0,4,0.0,0.0,0.0,0.0,0.0,3,13
Counseling,COUNS,COUNS 12,1655,GURROLA D M,10,7,4,0.0,8,0.0,0.0,0.0,0.0,0.0,4,33
Counseling,COUNS,COUNS 12,1656,GAUSMAN J M,16,4,2,1,5,0.0,0.0,0.0,0.0,0.0,2,30
Counseling,COUNS,COUNS 12,1657,TRACHTENBERG J,14,1,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,24
Counseling,COUNS,COUNS 12,1658,SRAPYAN G,20,2,1,0.0,2,1,0.0,0.0,0.0,0.0,1,27
Counseling,COUNS,COUNS 12,1659,FOX M P,21,3,2,2,3,0.0,0.0,0.0,0.0,0.0,3,34
Counseling,COUNS,COUNS 12,1660,SUNDERMEIER C,16,2,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,2,28
Counseling,COUNS,COUNS 12,1661,SUNDERMEIER C,19,3,2,2,3,0.0,0.0,0.0,0.0,0.0,4,33
Counseling,COUNS,COUNS 12,1662,TRACHTENBERG J,20,4,0.0,4,2,0.0,0.0,0.0,0.0,0.0,3,33
Counseling,COUNS,COUNS 12,1663,RYAN M K,9,2,1,0.0,6,0.0,1,0.0,0.0,0.0,4,23
Counseling,COUNS,COUNS 12,1666,GURROLA D M,13,7,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,6,31
Counseling,COUNS,COUNS 12,1667,GAUSMAN J M,16,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1,21
Counseling,COUNS,COUNS 12,1668,TRACHTENBERG J,20,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
Counseling,COUNS,COUNS 12,1669,ABRAMYAN M D,18,4,0.0,1,2,0.0,0.0,0.0,0.0,0.0,3,28
Counseling,COUNS,COUNS 12,1670,JOHNSON DE A,5,3,3,1,11,0.0,0.0,5,0.0,0.0,5,33
Counseling,COUNS,COUNS 12,1671,ABRAMYAN M D,18,1,1,0.0,5,0.0,0.0,0.0,0.0,0.0,1,26
Counseling,COUNS,COUNS 12,3569,FOX M P,7,2,3,0.0,9,0.0,0.0,0.0,0.0,0.0,3,24
Counseling,COUNS,COUNS 12,3578,FOX M P,12,2,2,0.0,4,0.0,0.0,0.0,0.0,0.0,3,23
Counseling,COUNS,COUNS 12,4055,SRAPYAN G,12,2,0.0,1,5,1,0.0,0.0,0.0,0.0,0.0,21
Counseling,COUNS,COUNS 15,1673,FOX M P,21,2,1,2,4,1,2,0.0,0.0,0.0,1,34
Counseling,COUNS,COUNS 15,1674,FOX M P,18,3,2,1,3,2,0.0,0.0,0.0,0.0,1,30
Counseling,COUNS,COUNS 20,1676,GALINDO O A,11,4,2,5,2,1,2,0.0,0.0,0.0,4,31
Counseling,COUNS,COUNS 20,1677,GALINDO O A,8,7,1,2,4,2,0.0,0.0,0.0,0.0,6,30
Counseling,COUNS,COUNS 20,1678,JIMENEZ P W,19,9,0.0,1,0.0,1,2,0.0,0.0,0.0,2,34
Counseling,COUNS,COUNS 20,1679,GEORGE C A,7,5,7,4,5,0.0,0.0,0.0,0.0,0.0,6,34
Counseling,COUNS,COUNS 20,1680,TREJO A D,16,5,4,3,4,0.0,0.0,0.0,0.0,0.0,3,35
Counseling,COUNS,COUNS 20,1681,COOPER D J,20,3,3,1,3,0.0,0.0,0.0,0.0,0.0,4,34
Counseling,COUNS,COUNS 20,1682,TREJO A D,16,7,2,1,1,0.0,0.0,0.0,0.0,0.0,8,35
Counseling,COUNS,COUNS 20,1683,COOPER D J,18,7,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,33
Counseling,COUNS,COUNS 20,1684,MACIAS LIMON C C,14,4,5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,33
Counseling,COUNS,COUNS 20,1685,HICKEY E E,15,5,1,0.0,1,0.0,0.0,0.0,0.0,0.0,10,32
Counseling,COUNS,COUNS 20,1686,TREJO A D,12,10,3,2,4,0.0,0.0,0.0,0.0,0.0,3,34
Counseling,COUNS,COUNS 20,1687,COOPER D J,23,3,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,5,33
Counseling,COUNS,COUNS 20,1688,MARTIN-TUNGPALA,4,1,4,5,8,0.0,2,0.0,0.0,0.0,3,27
Counseling,COUNS,COUNS 20,1689,HERNANDEZ-CABR,7,9,1,1,7,0.0,2,0.0,0.0,0.0,4,31
Counseling,COUNS,COUNS 20,1690,MARTIN-TUNGPALA,1,8,7,5,2,0.0,2,0.0,0.0,0.0,4,29
Counseling,COUNS,COUNS 20,1691,HACKETT C D,16,5,7,6,0.0,1,0.0,0.0,0.0,0.0,6,41
Counseling,COUNS,COUNS 20,1692,GEORGE C A,12,1,2,1,8,0.0,0.0,0.0,0.0,0.0,9,33
Counseling,COUNS,COUNS 20,1693,JACKSON A E,3,6,6,5,5,0.0,0.0,0.0,0.0,0.0,6,31
Counseling,COUNS,COUNS 20,1694,FELIX J,13,6,5,2,2,0.0,0.0,0.0,0.0,0.0,4,32
Counseling,COUNS,COUNS 20,1695,GALINDO O A,19,5,3,1,3,0.0,0.0,0.0,0.0,0.0,3,34
Counseling,COUNS,COUNS 20,1696,BONILLA V,19,8,1,0.0,1,0.0,0.0,0.0,0.0,0.0,4,33
Counseling,COUNS,COUNS 20,1697,VALENTINE D,4,2,3,3,2,0.0,0.0,0.0,0.0,0.0,14,28
Counseling,COUNS,COUNS 20,1698,GALINDO O A,12,9,4,0.0,7,0.0,0.0,0.0,0.0,0.0,2,34
Counseling,COUNS,COUNS 20,1699,BONILLA V,10,4,3,2,4,0.0,1,0.0,0.0,0.0,10,34
Counseling,COUNS,COUNS 20,1700,VALENTINE D,8,6,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,12,30
Counseling,COUNS,COUNS 20,1701,VALENTINE D,11,1,2,0.0,5,1,0.0,0.0,0.0,0.0,9,29
Counseling,COUNS,COUNS 20,1702,FELIX J,12,9,3,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,27
Counseling,COUNS,COUNS 20,1704,FELIX J,9,11,4,1,2,1,0.0,0.0,0.0,0.0,3,31
Counseling,COUNS,COUNS 20,1705,BONILLA V,14,5,4,1,1,0.0,0.0,0.0,0.0,0.0,4,29
Counseling,COUNS,COUNS 20,1706,BONILLA V,17,3,2,1,3,0.0,0.0,0.0,0.0,0.0,8,34
Counseling,COUNS,COUNS 20,1707,TILLEY ROSILYNN E,8,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,25
Counseling,COUNS,COUNS 20,1708,ROSS S A,9,1,3,2,7,0.0,0.0,0.0,0.0,0.0,8,30
Counseling,COUNS,COUNS 20,1709,TILLEY ROSILYNN E,5,6,4,1,2,1,1,0.0,0.0,0.0,7,27
Counseling,COUNS,COUNS 20,1710,HICKEY E E,6,3,4,0.0,3,0.0,0.0,0.0,0.0,0.0,12,28
Counseling,COUNS,COUNS 20,1711,HERNANDEZ-CABR,10,3,2,0.0,12,0.0,1,0.0,0.0,0.0,3,31
Counseling,COUNS,COUNS 20,1712,FELIX J,14,6,1,2,4,0.0,0.0,0.0,0.0,0.0,2,29
Counseling,COUNS,COUNS 20,1713,TILLEY ROSILYNN E,6,3,5,1,2,0.0,0.0,0.0,0.0,0.0,6,23
Counseling,COUNS,COUNS 20,1714,FELIX J,10,6,3,2,1,0.0,0.0,0.0,0.0,0.0,1,23
Counseling,COUNS,COUNS 20,1715,ROSS S A,10,3,1,1,9,0.0,1,0.0,0.0,0.0,3,28
Counseling,COUNS,COUNS 20,1716,TILLEY ROSILYNN E,8,6,3,1,1,0.0,0.0,0.0,0.0,0.0,13,32
Counseling,COUNS,COUNS 20,1717,JACKSON A E,9,7,2,2,4,0.0,1,0.0,0.0,0.0,1,26
Counseling,COUNS,COUNS 88,1731,FELIX J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 88,1733,FELIX J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 90,1734,GURROLA D M,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3
Counseling,COUNS,COUNS 90,1735,GURROLA D M,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,5
Counseling,COUNS,COUNS 90,1736,GURROLA D M,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,7
Counseling,COUNS,COUNS 90,1737,GURROLA D M,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1,3
Dance,DANCE,DANCE 2,1799,SUSILOWATI S,18,9,6,1,6,1,0.0,0.0,0.0,0.0,3,44
Dance,DANCE,DANCE 2,1800,SUSILOWATI S,13,6,2,3,3,0.0,0.0,0.0,0.0,0.0,6,33
Dance,DANCE,DANCE 2,1801,SUSILOWATI S,18,7,1,3,3,0.0,0.0,0.0,0.0,0.0,2,34
Dance,DANCE,DANCE 2,1802,VAN WORMER V M,14,4,6,0.0,11,0.0,2,0.0,0.0,0.0,3,40
Dance,DANCE,DANCE 5,1804,LEE J Y,7,10,4,3,5,0.0,0.0,0.0,0.0,0.0,12,41
Dance,DANCE,DANCE 5,3317,LEE J Y,5,7,1,3,3,1,0.0,0.0,0.0,0.0,4,24
Dance,DANCE,DANCE 10,1805,OCAMPO C,13,3,1,0.0,1,1,0.0,0.0,0.0,0.0,4,23
Dance,DANCE,DANCE 10,3316,MCDONALD K E,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,5
Dance,DANCE,DANCE 11,1806,JORDAN A N,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15
Dance,DANCE,DANCE 11,3449,AYBAY OWENS S,10,1,0.0,0.0,7,0.0,0.0,1,0.0,0.0,7,26
Dance,DANCE,DANCE 12,1807,JORDAN A N,1,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,6
Dance,DANCE,DANCE 14,1808,AYBAY OWENS S,11,1,0.0,0.0,1,1,0.0,0.0,0.0,1,4,19
Dance,DANCE,DANCE 15,1809,AYBAY OWENS S,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5
Dance,DANCE,DANCE 20,1810,SUSILOWATI S,3,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,5
Dance,DANCE,DANCE 22,1811,RAMIREZ RA V,2,0.0,0.0,0.0,1,0.0,1,0.0,0.0,0.0,2,6
Dance,DANCE,DANCE 23,1812,RAMIREZ RA V,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Dance,DANCE,DANCE 25,1813,JORDAN A N,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Dance,DANCE,DANCE 25,1814,JORDAN A N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dance,DANCE,DANCE 26,3384,AYBAY OWENS S,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13
Dance,DANCE,DANCE 31,1815,VAN WORMER V M,10,2,1,0.0,2,0.0,0.0,0.0,0.0,0.0,3,18
Dance,DANCE,DANCE 32,1816,GAYDOS S C,11,3,1,0.0,2,0.0,1,0.0,0.0,0.0,2,20
Dance,DANCE,DANCE 33,1817,LEE J Y,1,2,1,0.0,2,0.0,1,0.0,0.0,1,4,12
Dance,DANCE,DANCE 34,1818,LEE J Y,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Dance,DANCE,DANCE 41,1819,VAN WORMER V M,6,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,6,14
Dance,DANCE,DANCE 41,1820,MCDONALD K E,11,2,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,16
Dance,DANCE,DANCE 42,1821,MCDONALD K E,4,0.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,1,7
Dance,DANCE,DANCE 43,1823,TOMASIC M T,6,3,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,12
Dance,DANCE,DANCE 44,1824,TOMASIC M T,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
