Department,Subject,Course,Section,Instructor,A,B,C,D,F,IP,IX,NP,P,RD,W,Total
Cosmetology,COSM,COSM 31E,1613,FELIX F,23.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Cosmetology,COSM,COSM 36,1614,HARRISON H L,14.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,20
Cosmetology,COSM,COSM 36,1615,NUNLEY R M,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16
Cosmetology,COSM,COSM 38,1616,LIM J Y,11.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
Cosmetology,COSM,COSM 38,1617,LIM J Y,10.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25
Cosmetology,COSM,COSM 38B,1618,IJAMES S V,13.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,25
Cosmetology,COSM,COSM 38B,1619,IJAMES S V,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22
Cosmetology,COSM,COSM 38C,1620,IJAMES S V,19.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,25
Cosmetology,COSM,COSM 38C,1621,IJAMES S V,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22
Cosmetology,COSM,COSM 40,1622,DICAMILLO N,5.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,32
Cosmetology,COSM,COSM 41B,1623,ASSADI J,6.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,27
Cosmetology,COSM,COSM 42,1624,PERRET D M,17.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28
Cosmetology,COSM,COSM 46,1625,NUNLEY R M,11.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,25
Cosmetology,COSM,COSM 48,1626,KEPLER J M,15.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25
Cosmetology,COSM,COSM 48,1627,KEPLER J M,11.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20
Cosmetology,COSM,COSM 48B,1628,LEDONNE H,11.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
Cosmetology,COSM,COSM 48B,1629,LEDONNE H,3.0,14.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,25
Cosmetology,COSM,COSM 50A,1630,MOISAN A V,8.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,19
Cosmetology,COSM,COSM 50B,1631,CEBALLOS B A,12.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,22
Cosmetology,COSM,COSM 50C,1632,DICAMILLO N,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
Cosmetology,COSM,COSM 50C,1633,DICAMILLO N,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Cosmetology,COSM,COSM 50E,1634,DICAMILLO N,6.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12
Cosmetology,COSM,COSM 50E,1635,DICAMILLO N,17.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,24
Cosmetology,COSM,COSM 50N,1636,DICAMILLO N,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cosmetology,COSM,COSM 50N,1637,DICAMILLO N,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6
Cosmetology,COSM,COSM 64,1638,LEDONNE H,2.0,9.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,23
Cosmetology,COSM,COSM 64,1639,LEDONNE H,4.0,14.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31
Cosmetology,COSM,COSM 88A,1640,PERRET D M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2
Cosmetology,COSM,COSM 95A,1642,LEDONNE H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,4.0,67
Cosmetology,COSM,COSM 95B,1643,PERRET D M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,38
Cosmetology,COSM,COSM 95C,1644,ROGERS JR J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,3.0,24
Cosmetology,COSM,COSM 95D,1645,MOISAN A V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,33
Counseling,COUNS,COUNS 1,1647,NWEKE T K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,0.0,34
Counseling,COUNS,COUNS 1,1648,NWEKE T K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,17.0,55
Counseling,COUNS,COUNS 11,1649,ROWLAND Y T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,0.0,1.0,31
Counseling,COUNS,COUNS 11,1650,SUEKAWA L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,1.0,41
Counseling,COUNS,COUNS 11,1651,ESTRADA C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,1.0,37
Counseling,COUNS,COUNS 11,1652,FINLEY S F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,1.0,36
Counseling,COUNS,COUNS 11,1653,NISHIYAMA T K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,4.0,37
Counseling,COUNS,COUNS 11,1654,KARIMIAN N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,1.0,37
Counseling,COUNS,COUNS 11,1655,WANG A C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,1.0,32
Counseling,COUNS,COUNS 11,1656,FINLEY S F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,29
Counseling,COUNS,COUNS 11,1657,NISHIYAMA T K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,0.0,1.0,40
Counseling,COUNS,COUNS 11,1658,FINLEY S F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,1.0,32
Counseling,COUNS,COUNS 11,1659,TRAN J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,1.0,32
Counseling,COUNS,COUNS 11,3498,JEFFERSON S N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,1.0,27
Counseling,COUNS,COUNS 12,1660,GAUSMAN J M,25.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,36
Counseling,COUNS,COUNS 12,1661,GAUSMAN J M,16.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,35
Counseling,COUNS,COUNS 12,1662,GURROLA D M,11.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,28
Counseling,COUNS,COUNS 12,1663,GURROLA D M,9.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,34
Counseling,COUNS,COUNS 12,1664,RUIZ J,23.0,5.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,38
Counseling,COUNS,COUNS 12,1665,RUIZ J,11.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,38
Counseling,COUNS,COUNS 12,1666,JOHNSON DE A,14.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,28
Counseling,COUNS,COUNS 12,1667,JOHNSON DE A,7.0,9.0,4.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,35
Counseling,COUNS,COUNS 12,1668,MARTINEZ E,8.0,5.0,3.0,1.0,8.0,0.0,2.0,0.0,1.0,0.0,7.0,35
Counseling,COUNS,COUNS 12,1669,COHN‐SCHNEIDER R,20.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,31
Counseling,COUNS,COUNS 12,1670,COHN‐SCHNEIDER R,18.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,27
Counseling,COUNS,COUNS 12,1671,GARCIA C J,11.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,24
Counseling,COUNS,COUNS 12,1672,GARCIA C J,17.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,25
Counseling,COUNS,COUNS 12,1673,KENNISON R L,37.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45
Counseling,COUNS,COUNS 12,4102,ESPINOZA J N,22.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31
Counseling,COUNS,COUNS 12,4103,ESPINOZA J N,11.0,2.0,2.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,28
Counseling,COUNS,COUNS 12,4104,DE CAUSSIN J R,19.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,32
Counseling,COUNS,COUNS 12,4105,DE CAUSSIN J R,15.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23
Counseling,COUNS,COUNS 12,4106,KENNISON R L,33.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
Counseling,COUNS,COUNS 15,1676,KENNISON R L,39.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,49
Counseling,COUNS,COUNS 15,4107,KENNISON R L,32.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,45
Counseling,COUNS,COUNS 16,1678,MARTINEZ E,5.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,6.0,22
Counseling,COUNS,COUNS 20,1679,GALINDO O A,7.0,3.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,37
Counseling,COUNS,COUNS 20,1680,GALINDO O A,5.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29
Counseling,COUNS,COUNS 20,1681,GALINDO O A,15.0,6.0,1.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,7.0,39
Counseling,COUNS,COUNS 20,1682,MICHEL‐ JACKSON R C,7.0,15.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,35
Counseling,COUNS,COUNS 20,1684,GONZALEZ B M,4.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,25
Counseling,COUNS,COUNS 20,1685,GALINDO O A,10.0,6.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,31
Counseling,COUNS,COUNS 20,1686,FINCH L A,21.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36
Counseling,COUNS,COUNS 20,1687,BACCUS C C,3.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,20
Counseling,COUNS,COUNS 20,1688,VALENTINE D,10.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,13.0,32
Counseling,COUNS,COUNS 20,1689,LEWIS M L,4.0,3.0,5.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,30
Counseling,COUNS,COUNS 20,1690,LEWIS M L,5.0,3.0,4.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,9.0,32
Counseling,COUNS,COUNS 20,1691,NUNEZ‐MASON R E,14.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,30
Counseling,COUNS,COUNS 20,1692,FARLEY E A,13.0,4.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,34
Counseling,COUNS,COUNS 20,1693,WASHINGTON D M,13.0,3.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,36
Counseling,COUNS,COUNS 20,1694,MARTIN‐TUNGPALA N,3.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,23
Counseling,COUNS,COUNS 20,1695,WOODARD N L,1.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,30
Counseling,COUNS,COUNS 20,1696,GARCIA A K,19.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,36
Counseling,COUNS,COUNS 20,1697,TREJO A D,13.0,3.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,33
Counseling,COUNS,COUNS 20,1698,GONZALEZ B M,12.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,31
Counseling,COUNS,COUNS 20,1699,COOPER D J,17.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,37
Counseling,COUNS,COUNS 20,1700,MICHEL‐ JACKSON R C,2.0,18.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,35
Counseling,COUNS,COUNS 20,1701,BONILLA V,8.0,6.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,30
Counseling,COUNS,COUNS 20,1702,VALENTINE D,8.0,4.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,8.0,28
Counseling,COUNS,COUNS 20,1703,YAKHSZYAN H H,23.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,36
Counseling,COUNS,COUNS 20,1704,TREJO A D,16.0,8.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,35
Counseling,COUNS,COUNS 20,1705,FINCH L A,21.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38
Counseling,COUNS,COUNS 20,1706,TREJO A D,19.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,36
Counseling,COUNS,COUNS 20,1707,GARCIA A K,9.0,9.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,38
Counseling,COUNS,COUNS 20,1708,COOPER D J,24.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,37
Counseling,COUNS,COUNS 20,1709,MICHEL‐ JACKSON R C,13.0,8.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,33
Counseling,COUNS,COUNS 20,1710,INABU T M,9.0,4.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,36
Counseling,COUNS,COUNS 20,1711,COOPER D J,18.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,35
Counseling,COUNS,COUNS 20,1712,WOODARD N L,11.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,31
Counseling,COUNS,COUNS 20,1713,HACKETT C D,19.0,12.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0,50
Counseling,COUNS,COUNS 20,1714,VALENTINE D,8.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,7.0,32
Counseling,COUNS,COUNS 20,1715,DAHLENBURG T,8.0,7.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,35
Counseling,COUNS,COUNS 20,1716,BONILLA V,11.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31
Counseling,COUNS,COUNS 20,1717,WOODARD N L,7.0,7.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,28
Counseling,COUNS,COUNS 20,1718,INABU T M,4.0,7.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,28
Counseling,COUNS,COUNS 20,1719,VALLEJO O,7.0,4.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,31
Counseling,COUNS,COUNS 20,1720,YAKHSZYAN H H,16.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,27
Counseling,COUNS,COUNS 20,1721,BEDWORTH S M,9.0,9.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,36
Counseling,COUNS,COUNS 20,1722,DAHLENBURG T,15.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Counseling,COUNS,COUNS 20,1723,BONILLA V,7.0,10.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,34
Counseling,COUNS,COUNS 20,1724,LEWIS M L,7.0,4.0,4.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,32
Counseling,COUNS,COUNS 20,1725,WASHINGTON D M,13.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,33
Counseling,COUNS,COUNS 20,1726,YAKHSZYAN H H,17.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,27
Counseling,COUNS,COUNS 20,1727,FINLEY S F,17.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,32
Counseling,COUNS,COUNS 20,1729,ADKINS L B,9.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,29
Counseling,COUNS,COUNS 20,1730,ADKINS L B,6.0,6.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,35
Counseling,COUNS,COUNS 20,1731,BONILLA V,8.0,12.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,32
Counseling,COUNS,COUNS 20,1732,FELIX J,7.0,11.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,31
Counseling,COUNS,COUNS 20,1733,HALL T T,21.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30
Counseling,COUNS,COUNS 20,1734,HALL T T,17.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,33
Counseling,COUNS,COUNS 20,1735,FELIX J,9.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,31
Counseling,COUNS,COUNS 20,1736,FELIX J,7.0,4.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,29
Counseling,COUNS,COUNS 20,1737,HALL T T,16.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,31
Counseling,COUNS,COUNS 20,1738,FELIX J,5.0,8.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,24
Counseling,COUNS,COUNS 20,1739,HALL T T,12.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,28
Counseling,COUNS,COUNS 20,1740,FELIX J,5.0,6.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,27
Counseling,COUNS,COUNS 20,3648,ROSS S A,6.0,7.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,28
Counseling,COUNS,COUNS 20,3653,KNOX E,7.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,26
Counseling,COUNS,COUNS 20,3661,MONZON B J,12.0,6.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,9.0,36
Counseling,COUNS,COUNS 20,4108,JACKSON A E,16.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Counseling,COUNS,COUNS 20,4109,JACKSON A E,14.0,9.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,37
Counseling,COUNS,COUNS 20,4110,MARTIN‐TUNGPALA N,4.0,3.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,27
Counseling,COUNS,COUNS 20,4112,JACKSON A E,11.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,33
Counseling,COUNS,COUNS 20,4115,FINLEY S F,9.0,6.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,29
Counseling,COUNS,COUNS 88C,1760,FELIX J,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 90A,1761,ROTHMAN V J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,37
Counseling,COUNS,COUNS 90B,1762,ROTHMAN V J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9
Counseling,COUNS,COUNS 90C,1763,ROTHMAN V J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,12
Counseling,COUNS,COUNS 90D,1764,ROTHMAN V J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,8
Dance,DANCE,DANCE 2,1804,DOUGLAS JUDITH G,36.0,20.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,66
Dance,DANCE,DANCE 2,1805,GONZALEZ G,42.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,57
Dance,DANCE,DANCE 2,3589,GONZALEZ G,36.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
Dance,DANCE,DANCE 2,3593,GONZALEZ G,49.0,10.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,65
Dance,DANCE,DANCE 5,1806,DOUGLAS JUDITH G,51.0,31.0,8.0,4.0,10.0,0.0,1.0,0.0,2.0,0.0,8.0,115
Dance,DANCE,DANCE 5,1807,LEE J Y,2.0,2.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,23
Dance,DANCE,DANCE 5,1808,TOMASIC M T,6.0,5.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,30
Dance,DANCE,DANCE 5,1809,LEE J Y,11.0,7.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,35
Dance,DANCE,DANCE 10,1810,AYBAY OWENS S,9.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,23
Dance,DANCE,DANCE 10,1811,WOLIN‐TUPAS R L,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19
Dance,DANCE,DANCE 11,3515,JORDAN A N,20.0,11.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,43
Dance,DANCE,DANCE 17,1812,ZEE S L,8.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,17
Dance,DANCE,DANCE 18,1813,ZEE S L,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8
Dance,DANCE,DANCE 20,3540,CANELLIAS L M,4.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,21
Dance,DANCE,DANCE 21,1815,SUSILOWATI S,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,14
Dance,DANCE,DANCE 22,1816,RAMIREZ R V,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,10
Dance,DANCE,DANCE 23,1817,RAMIREZ R V,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Dance,DANCE,DANCE 24,1818,OCAMPO C,6.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,19
Dance,DANCE,DANCE 25,1819,JORDAN A N,9.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,22
Dance,DANCE,DANCE 29,1820,JESSWEIN J N,6.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,19
Dance,DANCE,DANCE 31,1821,VAN WORMER V M,5.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,27
Dance,DANCE,DANCE 31,1822,MITCHELL C S,3.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,25
Dance,DANCE,DANCE 31,3529,VAN WORMER V M,2.0,1.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,15
Dance,DANCE,DANCE 31,4129,MOLNAR CY A,15.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,29
Dance,DANCE,DANCE 32,1824,MITCHELL C S,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0,20
Dance,DANCE,DANCE 32,1825,MITCHELL C S,4.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,15
Dance,DANCE,DANCE 33,1826,MITCHELL C S,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8
Dance,DANCE,DANCE 34,1827,MITCHELL C S,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,11
Dance,DANCE,DANCE 35,1828,VAN WORMER V M,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10
Dance,DANCE,DANCE 36,1829,LEE J Y,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5
Dance,DANCE,DANCE 41,1830,BENDER M M,12.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,28
Dance,DANCE,DANCE 41,1831,MCDONALD K E,21.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,32
Dance,DANCE,DANCE 42,1832,AYBAY OWENS S,9.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,19
Dance,DANCE,DANCE 42,1833,MCDONALD K E,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,18
Dance,DANCE,DANCE 43,1834,TOMASIC M T,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Dance,DANCE,DANCE 44,1835,TOMASIC M T,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,11
Dance,DANCE,DANCE 45,1836,VAN WORMER V M,2.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Dance,DANCE,DANCE 46,1837,VAN WORMER V M,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5
Dance,DANCE,DANCE 55A,1838,LEE J Y,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
Dance,DANCE,DANCE 57A,4130,RAMIREZ R V,11.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25
Dance,DANCE,DANCE 59A,1839,JESSWEIN J N,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
Dance,DANCE,DANCE 60,1840,VAN WORMER V M,6.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16
Dance,DANCE,DANCE 61,1841,VAN WORMER V M,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
Dance,DANCE,DANCE 70,1842,TOMASIC M T,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Dance,DANCE,DANCE 70,1843,SUSILOWATI S,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13
