Department,Subject,Course,Section,Instructor,A,B,C,D,F,NP,P,IX,RD,EW,W,Total
Business,ACCTG,ACCTG 2,1027,DANIEL C,6,10,5,0.0,5,0.0,0.0,0.0,0.0,0.0,4,30
Business,ACCTG,ACCTG 2,1028,HUANG AI M,32,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,42
Business,ACCTG,ACCTG 2,1029,HUANG AI M,30,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1,38
Business,ACCTG,ACCTG 2,1030,LU M,17,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,28
Business,ACCTG,ACCTG 2,3746,LAMARRA F,14,4,0.0,2,2,0.0,0.0,0.0,0.0,0.0,11,33
Business,ACCTG,ACCTG 6,1031,HANSON M P,7,11,2,1,0.0,0.0,0.0,0.0,0.0,0.0,2,23
Business,ACCTG,ACCTG 7,1032,HANSON M P,10,7,3,0.0,0.0,1,1,0.0,0.0,0.0,1,23
Business,ACCTG,ACCTG 9,1033,KIM J S,33,2,2,0.0,2,0.0,1,0.0,0.0,0.0,2,42
Business,ACCTG,ACCTG 9,1034,KIM J S,28,10,1,0.0,1,0.0,0.0,0.0,0.0,0.0,5,45
Business,ACCTG,ACCTG 9,1035,HUANG AI M,20,4,2,1,3,1,0.0,0.0,0.0,0.0,2,33
Business,ACCTG,ACCTG 10A,1036,LU M,14,8,1,1,1,1,0.0,0.0,0.0,0.0,4,30
Business,ACCTG,ACCTG 10A,1037,LU M,13,7,3,1,0.0,0.0,1,0.0,0.0,0.0,6,31
Business,ACCTG,ACCTG 10A,1038,LU M,8,7,3,0.0,0.0,1,1,0.0,0.0,0.0,4,24
Business,ACCTG,ACCTG 10B,1039,LU M,15,3,3,0.0,1,1,0.0,0.0,0.0,0.0,4,27
Business,ACCTG,ACCTG 10B,1040,LU M,18,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,32
Business,ACCTG,ACCTG 10C,1041,HANSON M P,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21
Business,ACCTG,ACCTG 11,1042,CARBALLO P S,13,4,3,0.0,1,0.0,0.0,0.0,0.0,0.0,4,25
Business,ACCTG,ACCTG 12,1043,STEINBERGER E K,22,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4,34
Business,ACCTG,ACCTG 15,1045,RUBIO C,15,4,0.0,2,0.0,0.0,1,0.0,0.0,0.0,4,26
Business,ACCTG,ACCTG 16,1046,RUBIO C,23,4,2,1,1,0.0,0.0,0.0,0.0,0.0,5,36
Business,ACCTG,ACCTG 17,1047,RUBIO C,10,1,2,1,3,0.0,0.0,0.0,0.0,0.0,13,30
Business,ACCTG,ACCTG 17,4003,RUBIO C,8,4,1,0.0,0.0,0.0,2,0.0,0.0,0.0,12,27
Business,ACCTG,ACCTG 21,1049,RESNICK W J,18,6,5,2,1,0.0,0.0,0.0,0.0,0.0,2,34
Business,ACCTG,ACCTG 21,1050,RESNICK W J,29,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4,36
Business,ACCTG,ACCTG 21,1051,RESNICK W J,23,2,2,0.0,1,0.0,0.0,0.0,0.0,0.0,9,37
Business,ACCTG,ACCTG 22,1052,LOPEZ EN,9,7,2,3,1,0.0,2,0.0,0.0,0.0,8,32
Business,ACCTG,ACCTG 23,1053,LOPEZ EN,16,6,1,0.0,3,1,0.0,0.0,0.0,0.0,4,31
Business,ACCTG,ACCTG 31A,1054,VALDIVIA O,27,3,3,0.0,1,0.0,0.0,0.0,0.0,0.0,6,40
Business,ACCTG,ACCTG 31B,1055,VALDIVIA O,17,1,5,1,2,0.0,1,0.0,0.0,0.0,4,31
Business,ACCTG,ACCTG 45,1056,RESNICK W J,10,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Business,ACCTG,ACCTG 45,1057,SENKO E A,2,2,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,9
Business,ACCTG,ACCTG 45,1058,RESNICK W J,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20
Business,ACCTG,ACCTG 45,1059,RESNICK W J,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20
Business,ACCTG,ACCTG 45,1060,ARAKELIAN A,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14
Business,ACCTG,ACCTG 45,1061,ARAKELIAN A,9,4,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,16
Business,ACCTG,ACCTG 45,1062,ARAKELIAN A,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16
Business,ACCTG,ACCTG 45,1063,MACIAS J F,3,4,2,1,2,0.0,0.0,0.0,0.0,0.0,3,15
Business,AD JUS,AD JUS 1,1066,POLIN M W,24,2,6,0.0,8,0.0,0.0,0.0,0.0,0.0,1,41
Business,AD JUS,AD JUS 1,1067,JUNGHAHN L A,18,8,3,3,6,0.0,0.0,0.0,0.0,0.0,3,41
Business,AD JUS,AD JUS 1,1068,KHALIL N,11,18,6,2,2,0.0,0.0,0.0,0.0,0.0,2,41
Business,AD JUS,AD JUS 1,3683,GAU C K,19,10,4,1,1,0.0,0.0,0.0,0.0,0.0,3,38
Business,AD JUS,AD JUS 1,4004,POLIN M W,21,3,3,0.0,9,0.0,0.0,0.0,0.0,0.0,6,42
Business,AD JUS,AD JUS 2,1069,JUNGHAHN L A,14,10,2,5,6,0.0,0.0,0.0,0.0,0.0,1,38
Business,AD JUS,AD JUS 2,4005,DARDEN C A,21,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1,9,36
Business,AD JUS,AD JUS 3,1071,SMITH DEBORAH R,5,7,9,4,8,0.0,0.0,0.0,0.0,1,6,40
Business,AD JUS,AD JUS 3,1072,SMITH DEBORAH R,6,10,10,1,7,0.0,0.0,0.0,0.0,0.0,6,40
Business,AD JUS,AD JUS 5,1073,KHALIL N,28,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,45
Business,AD JUS,AD JUS 5,4006,DARDEN C A,18,9,4,1,3,0.0,0.0,0.0,0.0,1,6,42
Business,AD JUS,AD JUS 11,1075,GAU C K,15,11,7,1,4,0.0,0.0,0.0,0.0,0.0,1,39
Business,AD JUS,AD JUS 67,1076,GAU C K,9,12,5,0.0,4,0.0,0.0,0.0,0.0,0.0,2,32
Business,AUTO,AUTO 40,4038,OATES S M,9,5,4,0.0,5,0.0,0.0,3,0.0,0.0,5,31
Business,AUTO,AUTO 45,4039,OATES S M,17,2,1,0.0,4,0.0,0.0,1,0.0,0.0,5,30
Business,BUS,BUS 1,1309,PAIK R,12,6,2,4,10,0.0,0.0,0.0,0.0,0.0,7,41
Business,BUS,BUS 1,1311,MACIAS J F,15,5,4,2,2,0.0,0.0,0.0,0.0,0.0,3,31
Business,BUS,BUS 1,1312,ROPER-CONLEY C,6,8,6,3,12,0.0,0.0,0.0,0.0,0.0,11,46
Business,BUS,BUS 1,1313,RODRIGUEZ K P,25,7,3,2,3,0.0,0.0,0.0,0.0,0.0,4,44
Business,BUS,BUS 1,1314,EVERETT K M,28,9,3,1,10,0.0,0.0,0.0,0.0,0.0,1,52
Business,BUS,BUS 1,1315,KELLY MARCELLA A,26,6,5,2,3,0.0,0.0,0.0,0.0,0.0,3,45
Business,BUS,BUS 1,1316,ROPER-CONLEY C,7,7,3,4,9,0.0,0.0,0.0,0.0,0.0,12,42
Business,BUS,BUS 1,1317,ROPER-CONLEY C,21,9,2,0.0,3,0.0,0.0,0.0,0.0,0.0,8,43
Business,BUS,BUS 1,1318,SEDKY S M,28,7,3,0.0,4,0.0,1,0.0,0.0,0.0,2,45
Business,BUS,BUS 1,1319,SEDKY S M,34,6,3,0.0,3,0.0,0.0,0.0,0.0,0.0,1,47
Business,BUS,BUS 1,1320,SEDKY S M,29,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,1,41
Business,BUS,BUS 1,1321,SHISHIDO K M,22,7,0.0,1,8,0.0,0.0,0.0,0.0,0.0,5,43
Business,BUS,BUS 1,1322,SHISHIDO K M,20,10,4,0.0,3,0.0,0.0,0.0,0.0,0.0,1,38
Business,BUS,BUS 1,1323,ROGERS T A,11,8,2,1,10,0.0,0.0,0.0,0.0,0.0,7,39
Business,BUS,BUS 1,1325,ALEXANDER J S,8,10,5,3,9,0.0,0.0,0.0,0.0,0.0,3,38
Business,BUS,BUS 1,1326,EVERETT K M,31,4,1,1,13,0.0,0.0,0.0,0.0,0.0,3,53
Business,BUS,BUS 1,1327,RODRIGUEZ K P,24,6,3,2,2,0.0,0.0,0.0,0.0,0.0,4,41
Business,BUS,BUS 1,1328,VEAS S,42,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,4,49
Business,BUS,BUS 1,1329,VEAS S,39,3,2,0.0,4,0.0,0.0,0.0,0.0,0.0,2,50
Business,BUS,BUS 1,1330,VEAS S,37,2,2,0.0,4,0.0,0.0,1,0.0,0.0,1,47
Business,BUS,BUS 1,3684,MIKOLAJCZAK M,15,10,3,2,1,0.0,0.0,2,0.0,0.0,9,42
Business,BUS,BUS 1,3688,NALEPA L L,17,2,3,3,5,1,0.0,0.0,0.0,1,1,33
Business,BUS,BUS 1,4046,OLIVERI J S,22,4,7,2,6,0.0,0.0,0.0,0.0,0.0,2,43
Business,BUS,BUS 1,4047,KELLY MARCELLA A,22,8,1,4,7,0.0,0.0,0.0,0.0,0.0,1,43
Business,BUS,BUS 1,4048,OLIVERI J S,26,2,3,1,10,0.0,0.0,0.0,0.0,0.0,3,45
Business,BUS,BUS 5,1331,RADOS-CLOKE A,3,10,11,4,6,1,1,0.0,0.0,0.0,6,42
Business,BUS,BUS 5,1332,KHALIL N,13,9,5,0.0,3,0.0,0.0,0.0,0.0,0.0,9,39
Business,BUS,BUS 5,1333,RADOS-CLOKE A,9,10,8,5,4,0.0,1,0.0,0.0,0.0,6,43
Business,BUS,BUS 5,1334,RADOS-CLOKE A,8,14,8,5,1,0.0,0.0,0.0,0.0,0.0,4,40
Business,BUS,BUS 5,1335,KLUGMAN E B,3,8,4,4,3,0.0,0.0,0.0,0.0,0.0,14,36
Business,BUS,BUS 5,1336,KLUGMAN E B,10,14,7,2,1,1,1,0.0,0.0,0.0,8,44
Business,BUS,BUS 5,1337,KLUGMAN E B,5,11,4,4,0.0,1,0.0,0.0,0.0,0.0,6,31
Business,BUS,BUS 5,1339,SINDELL S M,33,1,2,0.0,1,0.0,0.0,0.0,0.0,0.0,3,40
Business,BUS,BUS 5,1340,KHALIL N,19,12,3,1,1,0.0,0.0,0.0,0.0,0.0,5,41
Business,BUS,BUS 5,1341,HALLIDAY-ROBERT C,14,7,3,1,4,0.0,0.0,0.0,0.0,0.0,1,30
Business,BUS,BUS 5,1342,HALLIDAY-ROBERT C,17,6,2,3,3,0.0,0.0,0.0,0.0,0.0,2,33
Business,BUS,BUS 5,1343,NASSER D M,17,10,3,2,1,0.0,0.0,0.0,0.0,0.0,3,36
Business,BUS,BUS 5,1344,NASSER D M,14,9,2,3,7,2,0.0,0.0,0.0,0.0,1,38
Business,BUS,BUS 5,1345,NASSER D M,10,12,1,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,30
Business,BUS,BUS 6,1346,HALLIDAY-ROBERT C,13,4,6,1,3,0.0,1,0.0,0.0,0.0,6,34
Business,BUS,BUS 7,1347,ROCKWELL C,8,1,6,1,5,0.0,0.0,0.0,0.0,0.0,7,28
Business,BUS,BUS 8,1348,KHALIL N,13,9,4,3,1,0.0,0.0,0.0,0.0,0.0,5,35
Business,BUS,BUS 9,1349,KHALIL N,6,10,3,3,0.0,1,1,0.0,0.0,0.0,6,30
Business,BUS,BUS 11,1350,MARGOLIS D L,14,12,0.0,3,5,0.0,0.0,0.0,0.0,0.0,4,38
Business,BUS,BUS 15,1351,COMBS G E,12,2,1,2,1,1,0.0,0.0,0.0,0.0,2,21
Business,BUS,BUS 16,1353,COMBS G E,6,9,5,4,3,0.0,0.0,0.0,0.0,0.0,4,31
Business,BUS,BUS 20,1354,SEDKY S M,20,7,1,3,4,1,0.0,0.0,0.0,0.0,0.0,36
Business,BUS,BUS 20,1355,KELLY MARCELLA A,27,9,1,0.0,5,0.0,0.0,0.0,0.0,0.0,2,44
Business,BUS,BUS 20,1356,JUNG D,21,3,1,1,6,0.0,0.0,0.0,0.0,0.0,10,42
Business,BUS,BUS 20,1357,SEDKY S M,33,5,0.0,0.0,3,1,0.0,0.0,0.0,0.0,2,44
Business,BUS,BUS 20,1358,SEDKY S M,23,7,5,2,2,0.0,1,0.0,0.0,0.0,2,42
Business,BUS,BUS 20,3748,KONO A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
Business,BUS,BUS 21,1359,IVAS L,30,2,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,3,42
Business,BUS,BUS 22,4051,ADELMAN A,24,6,3,0.0,2,0.0,0.0,6,0.0,0.0,3,44
Business,BUS,BUS 23,1360,PACCIORETTI T S,11,6,5,5,15,0.0,0.0,0.0,0.0,0.0,0.0,42
Business,BUS,BUS 23,4052,PACCIORETTI T S,13,5,5,6,7,0.0,0.0,0.0,0.0,0.0,2,38
Business,BUS,BUS 26,1361,COPLEN J S,24,7,3,0.0,5,0.0,0.0,0.0,0.0,0.0,2,41
Business,BUS,BUS 27,1362,COPLEN J S,21,10,5,0.0,0.0,0.0,1,0.0,0.0,0.0,2,39
Business,BUS,BUS 27,1363,ALEXANDER J S,8,3,1,3,7,0.0,1,0.0,0.0,0.0,5,28
Business,BUS,BUS 28,1364,CHICAS H K,22,3,1,2,8,0.0,0.0,0.0,0.0,0.0,6,42
Business,BUS,BUS 28,1365,COPLEN J S,20,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,33
Business,BUS,BUS 28,4053,WILLIAMS AY,12,2,2,0.0,2,1,0.0,0.0,0.0,0.0,1,20
Business,BUS,BUS 31,1366,PAIK R,7,6,1,1,4,0.0,0.0,0.0,0.0,0.0,5,24
Business,BUS,BUS 31,1367,SANTILLANES A,0.0,3,7,5,5,2,1,0.0,0.0,0.0,1,24
Business,BUS,BUS 32,1368,MUMBA A I,18,5,3,0.0,1,0.0,0.0,0.0,0.0,0.0,1,28
Business,BUS,BUS 32,1369,WELTON M,6,7,9,1,5,0.0,0.0,0.0,0.0,0.0,2,30
Business,BUS,BUS 32,1370,WELTON M,19,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,30
Business,BUS,BUS 32,1371,JUNG D,8,7,5,0.0,2,0.0,1,0.0,0.0,0.0,2,25
Business,BUS,BUS 32,1372,SOUCY S H,12,8,3,1,2,0.0,0.0,0.0,0.0,0.0,1,27
Business,BUS,BUS 32,1373,SOUCY S H,13,5,2,1,1,0.0,0.0,0.0,0.0,0.0,2,24
Business,BUS,BUS 32,1374,SOUCY S H,13,5,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,23
Business,BUS,BUS 32,1375,PAIK R,12,7,3,2,2,0.0,0.0,0.0,0.0,0.0,1,27
Business,BUS,BUS 34,1376,WILLIAMS AY,21,0.0,0.0,2,8,0.0,0.0,0.0,0.0,0.0,4,35
Business,BUS,BUS 34,1377,HAIG J D,15,4,3,0.0,8,0.0,1,0.0,0.0,0.0,6,37
Business,BUS,BUS 35,1379,ROTHAUPT B L,18,7,2,2,0.0,0.0,0.0,0.0,0.0,0.0,3,32
Business,BUS,BUS 36A,3668,VEAS S,19,1,2,1,3,0.0,3,0.0,0.0,0.0,4,33
Business,BUS,BUS 37,4397,CONLEY T,18,8,0.0,7,1,1,1,0.0,0.0,0.0,1,37
Business,BUS,BUS 45,1380,RESNICK W J,14,4,0.0,1,3,0.0,0.0,0.0,0.0,0.0,2,24
Business,BUS,BUS 45,1381,SENKO E A,11,3,4,2,10,0.0,0.0,1,0.0,0.0,3,34
Business,BUS,BUS 45,1382,RESNICK W J,13,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4,19
Business,BUS,BUS 45,1383,RESNICK W J,16,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,4,22
Business,BUS,BUS 45,1384,ARAKELIAN A,10,5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,8,25
Business,BUS,BUS 45,1385,ARAKELIAN A,11,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,20
Business,BUS,BUS 45,1386,ARAKELIAN A,10,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,5,19
Business,BUS,BUS 45,1387,MACIAS J F,4,1,1,1,5,1,0.0,0.0,0.0,0.0,2,15
Business,BUS,BUS 46,1388,SHISHIDO K M,17,7,2,2,4,0.0,1,0.0,0.0,0.0,2,35
Business,BUS,BUS 46,4056,SENKO E A,8,5,3,2,5,0.0,2,0.0,0.0,0.0,8,33
Business,BUS,BUS 47,1389,LU M,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13
Business,BUS,BUS 47,1391,RESNICK W J,8,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,12
Business,BUS,BUS 47,1392,RESNICK W J,6,2,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10
Business,BUS,BUS 47,1393,RESNICK W J,12,2,0.0,1,2,0.0,0.0,0.0,0.0,0.0,1,18
Business,BUS,BUS 47,3747,KONO A,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
Business,BUS,BUS 50,1394,EVERETT K M,27,7,1,2,2,0.0,1,0.0,0.0,0.0,2,42
Business,BUS,BUS 51,1395,WELTON M,22,4,1,1,4,0.0,0.0,0.0,0.0,0.0,4,36
Business,BUS,BUS 53,1396,RODRIGUEZ K P,21,4,2,2,4,0.0,0.0,0.0,0.0,0.0,6,39
Business,BUS,BUS 59,3611,PACCIORETTI T S,16,5,1,2,10,1,0.0,0.0,0.0,0.0,5,40
Business,BUS,BUS 62,1397,ROCKWELL C,17,7,2,0.0,2,0.0,1,0.0,0.0,0.0,1,30
Business,BUS,BUS 63,1398,PACCIORETTI T S,22,5,4,4,9,0.0,0.0,1,0.0,0.0,5,50
Business,BUS,BUS 63,1399,CLAUSEN A I,4,5,2,1,8,1,0.0,0.0,0.0,0.0,5,26
Business,BUS,BUS 63,3612,PACCIORETTI T S,22,4,1,4,9,1,0.0,0.0,0.0,0.0,3,44
Business,BUS,BUS 65,1400,ROCKWELL C,16,12,2,0.0,2,0.0,0.0,0.0,0.0,0.0,1,33
Business,BUS,BUS 76,4060,HUNTER R T,18,7,3,0.0,1,0.0,2,0.0,0.0,0.0,1,32
Business,BUS,BUS 80,1401,RODRIGUEZ K P,24,3,1,1,4,0.0,0.0,1,0.0,0.0,5,39
Business,BUS,BUS 82,1402,EVERETT K M,14,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,21
Business,BUS,BUS 83,1403,ROGERS T A,9,4,3,0.0,7,0.0,0.0,0.0,0.0,0.0,4,27
Business,BUS,BUS 84,1404,RODRIGUEZ K P,14,2,4,2,3,0.0,0.0,0.0,0.0,0.0,6,31
Business,BUS,BUS 85,1405,EVERETT K M,13,4,4,1,11,0.0,1,0.0,0.0,0.0,9,43
Business,BUS,BUS 902,7004,MIKOLAJCZAK M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
Business,COUNS,COUNS 47,1767,LU M,3,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,4,10
Business,COUNS,COUNS 47,1769,RESNICK W J,7,1,2,0.0,1,0.0,0.0,0.0,0.0,0.0,4,15
Business,COUNS,COUNS 47,1770,RESNICK W J,7,3,2,0.0,0.0,0.0,1,0.0,0.0,0.0,4,17
Business,COUNS,COUNS 47,1771,RESNICK W J,4,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3,9
Communication and Media Studies,BUS,BUS 29,4054,ADELMAN A,11,1,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2,16
Communication and Media Studies,BUS,BUS 33,4055,ADELMAN A,4,3,0.0,0.0,5,0.0,0.0,2,0.0,0.0,2,16
Communication and Media Studies,COM ST,COM ST 9,1512,FOX N M,8,6,4,3,7,0.0,0.0,0.0,0.0,0.0,1,29
Communication and Media Studies,COM ST,COM ST 9,1513,GRASS N L,19,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,30
Communication and Media Studies,COM ST,COM ST 9,1514,FOX N M,5,11,4,2,4,0.0,0.0,0.0,0.0,0.0,5,31
Communication and Media Studies,COM ST,COM ST 11,1515,OGATA D K,24,4,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,9,40
Communication and Media Studies,COM ST,COM ST 11,1516,MARTIN B S,15,6,5,1,0.0,0.0,0.0,0.0,0.0,0.0,3,30
Communication and Media Studies,COM ST,COM ST 11,1517,KAIMIKAUA-GREEN C,5,6,4,2,7,0.0,0.0,0.0,0.0,0.0,8,32
Communication and Media Studies,COM ST,COM ST 11,1518,TREMEAU CHEKROU,9,14,4,2,4,1,0.0,0.0,0.0,0.0,2,36
Communication and Media Studies,COM ST,COM ST 11,1519,FOX N M,6,8,4,2,9,0.0,0.0,0.0,0.0,0.0,1,30
Communication and Media Studies,COM ST,COM ST 11,1520,GRASS N L,10,14,0.0,0.0,2,1,0.0,0.0,0.0,0.0,5,32
Communication and Media Studies,COM ST,COM ST 11,1521,OGATA D K,32,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,34
Communication and Media Studies,COM ST,COM ST 11,1522,MARTIN B S,12,7,3,0.0,1,0.0,0.0,0.0,0.0,0.0,7,30
Communication and Media Studies,COM ST,COM ST 11,1523,BROCCARD D,5,9,8,2,3,0.0,0.0,0.0,0.0,0.0,6,33
Communication and Media Studies,COM ST,COM ST 11,1524,WHIDDEN A R,5,13,8,0.0,1,0.0,0.0,0.0,0.0,0.0,4,31
Communication and Media Studies,COM ST,COM ST 11,1525,SMITH H A,2,3,2,1,4,0.0,0.0,0.0,0.0,0.0,9,21
Communication and Media Studies,COM ST,COM ST 11,1526,TREMEAU CHEKROU,17,10,4,1,1,0.0,0.0,0.0,0.0,0.0,1,34
Communication and Media Studies,COM ST,COM ST 11,1527,SUNG M,11,12,4,3,1,0.0,0.0,0.0,0.0,0.0,3,34
Communication and Media Studies,COM ST,COM ST 11,1528,BROWN N A,9,10,7,0.0,1,0.0,0.0,0.0,0.0,0.0,3,30
Communication and Media Studies,COM ST,COM ST 11,1529,HUBBLE B,15,4,4,0.0,7,0.0,0.0,0.0,0.0,0.0,2,32
Communication and Media Studies,COM ST,COM ST 11,1530,JUNIUS J A,7,11,5,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,32
Communication and Media Studies,COM ST,COM ST 11,1531,FOX N M,9,3,3,1,10,0.0,0.0,1,0.0,0.0,3,30
Communication and Media Studies,COM ST,COM ST 11,1532,BERMUDEZ JR N A,21,4,2,0.0,3,0.0,0.0,0.0,0.0,0.0,3,33
Communication and Media Studies,COM ST,COM ST 11,1533,SMITH H A,5,3,1,1,4,0.0,0.0,0.0,0.0,0.0,15,29
Communication and Media Studies,COM ST,COM ST 11,1534,MELAMED N,14,4,2,3,4,0.0,0.0,0.0,0.0,0.0,5,32
Communication and Media Studies,COM ST,COM ST 11,1535,OGATA D K,22,5,1,0.0,1,0.0,0.0,3,0.0,0.0,11,43
Communication and Media Studies,COM ST,COM ST 11,1536,SMITH H A,4,5,8,3,2,0.0,0.0,0.0,0.0,0.0,8,30
Communication and Media Studies,COM ST,COM ST 11,1537,PRESTON B L,20,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29
Communication and Media Studies,COM ST,COM ST 11,1538,FARSCHMAN K V,16,6,1,0.0,6,0.0,0.0,1,0.0,0.0,1,31
Communication and Media Studies,COM ST,COM ST 11,1539,JUNIUS J A,8,6,6,1,10,0.0,0.0,0.0,0.0,0.0,3,34
Communication and Media Studies,COM ST,COM ST 11,1540,KAIMIKAUA-GREEN C,8,2,3,0.0,3,0.0,0.0,1,0.0,0.0,9,26
Communication and Media Studies,COM ST,COM ST 11,1541,HOWARD B,11,6,3,1,3,0.0,0.0,0.0,0.0,0.0,3,27
Communication and Media Studies,COM ST,COM ST 11,1542,HOWARD D B,12,9,1,0.0,8,0.0,0.0,0.0,0.0,0.0,4,34
Communication and Media Studies,COM ST,COM ST 11,1543,ANDRADE L M,16,7,2,0.0,1,0.0,0.0,0.0,0.0,0.0,6,32
Communication and Media Studies,COM ST,COM ST 11,1544,ANDRADE L M,18,9,2,0.0,1,0.0,0.0,0.0,0.0,0.0,3,33
Communication and Media Studies,COM ST,COM ST 11,1545,SHAFFER J M,4,8,1,0.0,4,0.0,0.0,0.0,0.0,0.0,8,25
Communication and Media Studies,COM ST,COM ST 11,1546,GRASS N L,9,6,2,2,1,0.0,0.0,0.0,0.0,1,6,27
Communication and Media Studies,COM ST,COM ST 11,1547,PRESTON B L,23,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29
Communication and Media Studies,COM ST,COM ST 11,1548,SADEGHI-TABRIZI F,2,6,6,1,4,0.0,1,0.0,0.0,0.0,8,28
Communication and Media Studies,COM ST,COM ST 11,3712,KWACK J B,11,9,1,2,5,0.0,0.0,0.0,0.0,0.0,3,31
Communication and Media Studies,COM ST,COM ST 11,3713,RUH C,2,6,1,0.0,14,0.0,0.0,0.0,0.0,0.0,5,28
Communication and Media Studies,COM ST,COM ST 11,4072,FARSCHMAN K V,12,6,0.0,0.0,8,0.0,0.0,1,0.0,0.0,5,32
Communication and Media Studies,COM ST,COM ST 11,4073,HOWARD B,9,8,2,2,0.0,0.0,0.0,0.0,0.0,0.0,9,30
Communication and Media Studies,COM ST,COM ST 11,4074,HOWARD D B,10,6,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,6,30
Communication and Media Studies,COM ST,COM ST 11,4075,HOWARD B,9,9,2,0.0,1,0.0,0.0,0.0,0.0,0.0,6,27
Communication and Media Studies,COM ST,COM ST 11,4076,HOWARD D B,16,2,5,2,3,0.0,0.0,0.0,0.0,0.0,4,32
Communication and Media Studies,COM ST,COM ST 11,4077,FOX N M,10,7,2,0.0,9,0.0,1,0.0,0.0,0.0,3,32
Communication and Media Studies,COM ST,COM ST 11,4078,FARSCHMAN K V,14,7,1,0.0,4,0.0,0.0,2,0.0,0.0,4,32
Communication and Media Studies,COM ST,COM ST 16,1549,MENJIVAR M I,12,14,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,28
Communication and Media Studies,COM ST,COM ST 16,1550,ANDRADE L M,17,8,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,33
Communication and Media Studies,COM ST,COM ST 16,1551,TREMEAU CHEKROU,14,8,5,2,1,0.0,0.0,0.0,0.0,1,0.0,31
Communication and Media Studies,COM ST,COM ST 16,1552,PICARELLI R R,8,5,7,3,4,0.0,0.0,0.0,0.0,0.0,2,29
Communication and Media Studies,COM ST,COM ST 16,1553,SHAFFER J M,15,12,2,0.0,3,0.0,0.0,0.0,0.0,0.0,1,33
Communication and Media Studies,COM ST,COM ST 21,1554,HUBBLE B,14,7,1,0.0,8,0.0,0.0,1,0.0,0.0,2,33
Communication and Media Studies,COM ST,COM ST 21,1555,TREMEAU CHEKROU,7,9,3,3,2,0.0,0.0,0.0,0.0,0.0,4,28
Communication and Media Studies,COM ST,COM ST 21,1556,MELAMED N,14,4,2,1,3,0.0,0.0,0.0,0.0,0.0,5,29
Communication and Media Studies,COM ST,COM ST 21,1557,BROWN N A,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
Communication and Media Studies,COM ST,COM ST 21,1558,KWACK J B,8,8,6,0.0,5,0.0,1,0.0,0.0,0.0,2,30
