Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,W,EW,Total
Business,ACCTG,ACCTG 15,1041,RUBIO C,13.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,28
Business,ACCTG,ACCTG 15,1042,RUBIO C,4.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,21
Business,ACCTG,ACCTG 16,1043,RUBIO C,12.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,29
Business,ACCTG,ACCTG 16,1044,RUBIO C,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,17
Business,ACCTG,ACCTG 17,4001,RUBIO C,11.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,30
Business,ACCTG,ACCTG 21,1045,RESNICK W J,21.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,39
Business,ACCTG,ACCTG 21,1046,RESNICK W J,22.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,37
Business,ACCTG,ACCTG 21,1047,RESNICK W J,23.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,38
Business,ACCTG,ACCTG 22,1048,KIM J S,3.0,6.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,19
Business,ACCTG,ACCTG 23,1049,RUBIO C,10.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,31
Business,ACCTG,ACCTG 31A,1050,VALDIVIA O,19.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,35
Business,ACCTG,ACCTG 31B,1051,VALDIVIA O,23.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,36
Business,ACCTG,ACCTG 40A,1052,STEINBERGER E K,18.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,28
Business,ACCTG,ACCTG 45,1053,ARAKELIAN A,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10
Business,ACCTG,ACCTG 45,1054,ARAKELIAN A,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,11
Business,ACCTG,ACCTG 45,1055,MAIER L S,4.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,20
Business,ACCTG,ACCTG 45,1056,RESNICK W J,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
Business,ACCTG,ACCTG 45,1057,RESNICK W J,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18
Business,ACCTG,ACCTG 45,1058,RESNICK W J,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9
Business,AD JUS,AD JUS 1,1061,JUNGHAHN L A,8.0,9.0,5.0,6.0,5.0,0.0,0.0,1.0,2.0,0.0,36
Business,AD JUS,AD JUS 1,1062,JUNGHAHN L A,13.0,5.0,3.0,2.0,6.0,0.0,1.0,0.0,1.0,2.0,33
Business,AD JUS,AD JUS 1,4002,POLIN M W,37.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,45
Business,AD JUS,AD JUS 2,1063,DENNIS D R,9.0,8.0,11.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,40
Business,AD JUS,AD JUS 2,4003,DARDEN C A,8.0,10.0,6.0,1.0,4.0,1.0,0.0,0.0,2.0,5.0,37
Business,AD JUS,AD JUS 3,1064,SMITH DEBORAH R,7.0,10.0,4.0,6.0,4.0,0.0,1.0,0.0,0.0,4.0,36
Business,AD JUS,AD JUS 5,4004,DARDEN C A,11.0,8.0,4.0,2.0,7.0,1.0,0.0,0.0,1.0,5.0,39
Business,AD JUS,AD JUS 8,1065,SMITH DEBORAH R,10.0,6.0,3.0,4.0,2.0,0.0,0.0,0.0,1.0,5.0,31
Business,AD JUS,AD JUS 11,1066,GAU C K,21.0,8.0,2.0,0.0,6.0,1.0,0.0,0.0,2.0,2.0,42
Business,AD JUS,AD JUS 67,1067,GAU C K,6.0,5.0,7.0,0.0,2.0,1.0,0.0,1.0,8.0,5.0,35
Business,AUTO,AUTO 40,4030,OATES S M,3.0,8.0,8.0,6.0,3.0,0.0,0.0,1.0,5.0,1.0,35
Business,AUTO,AUTO 45,4031,OATES S M,1.0,2.0,8.0,1.0,5.0,1.0,0.0,1.0,3.0,3.0,25
Business,BUS,BUS 1,1301,MIKOLAJCZAK M,14.0,7.0,2.0,1.0,9.0,0.0,0.0,0.0,5.0,1.0,39
Business,BUS,BUS 1,1302,ROPER-CONLEY C,5.0,6.0,4.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,25
Business,BUS,BUS 1,1303,LAMARRA F,36.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,47
Business,BUS,BUS 1,1304,ROPER-CONLEY C,9.0,5.0,2.0,2.0,14.0,0.0,0.0,0.0,3.0,0.0,35
Business,BUS,BUS 1,1305,KELLY MARCELLA,27.0,12.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,53
Business,BUS,BUS 1,1306,ROPER-CONLEY C,7.0,9.0,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,37
Business,BUS,BUS 1,1307,MACIAS J F,21.0,9.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,45
Business,BUS,BUS 1,1308,SENKO E A,38.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,53
Business,BUS,BUS 1,1309,VEAS S,33.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,45
Business,BUS,BUS 1,1310,VEAS S,34.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44
Business,BUS,BUS 1,1311,VEAS S,28.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,42
Business,BUS,BUS 1,1312,ROGERS T A,11.0,6.0,1.0,3.0,6.0,0.0,1.0,0.0,0.0,3.0,31
Business,BUS,BUS 1,1313,ROGERS T A,13.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,35
Business,BUS,BUS 1,1314,EVERETT K M,24.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,3.0,43
Business,BUS,BUS 1,1315,RODRIGUEZ K P,15.0,5.0,1.0,4.0,11.0,0.0,1.0,0.0,2.0,2.0,41
Business,BUS,BUS 1,1318,EVERETT K M,22.0,4.0,2.0,0.0,11.0,0.0,1.0,0.0,1.0,3.0,44
Business,BUS,BUS 1,1319,VEAS S,33.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,44
Business,BUS,BUS 1,1320,VEAS S,25.0,2.0,3.0,5.0,6.0,0.0,1.0,0.0,3.0,0.0,45
Business,BUS,BUS 1,1321,SHISHIDO K M,17.0,4.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,35
Business,BUS,BUS 1,1322,SHISHIDO K M,19.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,7.0,0.0,35
Business,BUS,BUS 1,3319,MACIAS J F,27.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,47
Business,BUS,BUS 1,3403,ALEXANDER J S,13.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,3.0,3.0,39
Business,BUS,BUS 1,3439,MARGOLIS D L,16.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,4.0,37
Business,BUS,BUS 1,3493,OLIVERI J S,25.0,4.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,40
Business,BUS,BUS 1,4035,KELLY MARCELLA,23.0,9.0,1.0,2.0,6.0,0.0,0.0,0.0,2.0,4.0,47
Business,BUS,BUS 1,4036,OLIVERI J S,27.0,1.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,42
Business,BUS,BUS 5,1323,RADOS-CLOKE A,7.0,12.0,7.0,1.0,6.0,0.0,0.0,0.0,3.0,3.0,39
Business,BUS,BUS 5,1324,RADOS-CLOKE A,13.0,17.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,45
Business,BUS,BUS 5,1325,KHALIL N,12.0,11.0,8.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,39
Business,BUS,BUS 5,1326,RADOS-CLOKE A,5.0,15.0,8.0,0.0,3.0,0.0,2.0,0.0,4.0,2.0,39
Business,BUS,BUS 5,1327,KHALIL N,15.0,9.0,16.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,47
Business,BUS,BUS 5,1328,KLUGMAN E B,16.0,8.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,39
Business,BUS,BUS 5,1329,KLUGMAN E B,7.0,9.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,28
Business,BUS,BUS 5,1330,KLUGMAN E B,13.0,7.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,31
Business,BUS,BUS 5,1331,ROBERTS C E,11.0,9.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,31
Business,BUS,BUS 5,1332,ROBERTS C E,14.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32
Business,BUS,BUS 5,1333,NASSER D M,18.0,9.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,39
Business,BUS,BUS 5,1334,NASSER D M,15.0,8.0,6.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,39
Business,BUS,BUS 6,1335,ROBERTS C E,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,17
Business,BUS,BUS 7B,1336,CHARLES V H,10.0,1.0,0.0,4.0,22.0,1.0,0.0,1.0,0.0,5.0,44
Business,BUS,BUS 7D,1337,CHARLES V H,18.0,4.0,1.0,3.0,14.0,0.0,0.0,1.0,0.0,4.0,45
Business,BUS,BUS 8,1338,KHALIL N,6.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,28
Business,BUS,BUS 9,1339,KHALIL N,11.0,5.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,27
Business,BUS,BUS 14A,1340,ROCKWELL C,13.0,4.0,4.0,2.0,8.0,0.0,0.0,0.0,5.0,1.0,37
Business,BUS,BUS 16,1341,COMBS G E,9.0,8.0,2.0,1.0,7.0,2.0,0.0,0.0,1.0,2.0,32
Business,BUS,BUS 17,1342,COMBS G E,12.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,27
Business,BUS,BUS 20,1343,KELLY MARCELLA,30.0,5.0,4.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,49
Business,BUS,BUS 20,1344,NALEPA L L,11.0,5.0,5.0,3.0,2.0,2.0,0.0,0.0,1.0,6.0,35
Business,BUS,BUS 20,1345,NALEPA L L,12.0,5.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,27
Business,BUS,BUS 20,4039,OLIVERI J S,24.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,36
Business,BUS,BUS 21,1348,IVAS L,30.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,40
Business,BUS,BUS 22,4040,ADELMAN A,19.0,14.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,37
Business,BUS,BUS 23,1349,PACCIORETTI T S,3.0,10.0,3.0,3.0,17.0,0.0,2.0,0.0,0.0,6.0,44
Business,BUS,BUS 23,4041,PACCIORETTI T S,6.0,6.0,7.0,3.0,13.0,1.0,1.0,0.0,0.0,1.0,38
Business,BUS,BUS 26,1350,COPLEN J S,15.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,38
Business,BUS,BUS 27,1351,COPLEN J S,11.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,27
Business,BUS,BUS 28,1352,COPLEN J S,24.0,7.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,40
Business,BUS,BUS 28,4042,WILLIAMS AY,18.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,26
Business,BUS,BUS 31,1353,PAIK R,3.0,11.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,26
Business,BUS,BUS 32,1354,WELTON M,18.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,31
Business,BUS,BUS 32,1355,WELTON M,22.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,32
Business,BUS,BUS 32,1356,PAIK R,4.0,7.0,6.0,2.0,5.0,0.0,1.0,0.0,4.0,0.0,29
Business,BUS,BUS 32,1357,PAIK R,5.0,8.0,4.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,28
Business,BUS,BUS 32,1358,ALEXANDER J S,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22
Business,BUS,BUS 32,1359,SOUCY S H,13.0,5.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,28
Business,BUS,BUS 32,1360,SOUCY S H,10.0,6.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,25
Business,BUS,BUS 32,3320,WELTON M,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,32
Business,BUS,BUS 34A,1361,ROTHAUPT B L,31.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,42
Business,BUS,BUS 34A,1362,ROTHAUPT B L,23.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,34
Business,BUS,BUS 34A,3324,ROTHAUPT B L,30.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36
Business,BUS,BUS 34B,1364,ROTHAUPT B L,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,19
Business,BUS,BUS 34B,1365,ROTHAUPT B L,11.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,15
Business,BUS,BUS 34C,1366,SONG M,7.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,23
Business,BUS,BUS 35,1367,ROTHAUPT B L,18.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,31
Business,BUS,BUS 36A,1368,RODRIGUEZ K P,27.0,2.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,2.0,41
Business,BUS,BUS 36A,3321,MACIAS J F,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,15
Business,BUS,BUS 37,4045,CONLEY T,6.0,8.0,0.0,1.0,8.0,0.0,0.0,2.0,7.0,2.0,34
Business,BUS,BUS 45,1369,ARAKELIAN A,9.0,11.0,4.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,34
Business,BUS,BUS 45,1370,ARAKELIAN A,16.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,26
Business,BUS,BUS 45,1371,MAIER L S,13.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,22
Business,BUS,BUS 45,1372,RESNICK W J,18.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,30
Business,BUS,BUS 45,1373,RESNICK W J,13.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,22
Business,BUS,BUS 45,1374,RESNICK W J,20.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,32
Business,BUS,BUS 46,1376,SHISHIDO K M,17.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,34
Business,BUS,BUS 46,4046,SENKO E A,9.0,8.0,3.0,0.0,7.0,1.0,1.0,0.0,2.0,1.0,32
Business,BUS,BUS 47,1377,LOPEZ EN,8.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,18
Business,BUS,BUS 47,1378,RESNICK W J,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,11
Business,BUS,BUS 47,1379,RESNICK W J,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,14
Business,BUS,BUS 47,1380,RESNICK W J,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11
Business,BUS,BUS 50,1381,ALEXANDER J S,7.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,4.0,24
Business,BUS,BUS 51,1382,SOUCY S H,7.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,22
Business,BUS,BUS 53,1383,RODRIGUEZ K P,18.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,30
Business,BUS,BUS 55,1384,EVERETT K M,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22
Business,BUS,BUS 56,4047,ADELMAN A,7.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,2.0,27
Business,BUS,BUS 56B,1385,KHALIL N,8.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,24
Business,BUS,BUS 57,4245,TIERNEY J E,5.0,5.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,11.0,36
Business,BUS,BUS 62,1386,ROCKWELL C,12.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,25
Business,BUS,BUS 63,1387,PACCIORETTI T S,5.0,2.0,6.0,2.0,14.0,0.0,1.0,0.0,3.0,3.0,36
Business,BUS,BUS 63,1388,PACCIORETTI T S,11.0,5.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,9.0,39
Business,BUS,BUS 63,4048,PACCIORETTI T S,8.0,4.0,2.0,3.0,12.0,0.0,1.0,0.0,2.0,10.0,42
Business,BUS,BUS 64,1389,EVERETT K M,27.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,4.0,39
Business,BUS,BUS 65,1390,ROCKWELL C,13.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,33
Business,BUS,BUS 65,3323,SENKO E A,12.0,15.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,40
Business,BUS,BUS 76,1391,HUNTER R T,26.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,35
Business,BUS,BUS 79,1392,HUNTER R T,21.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,34
Business,BUS,BUS 80,1393,RODRIGUEZ K P,23.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,33
Business,BUS,BUS 81,1394,ROGERS T A,6.0,1.0,4.0,2.0,9.0,0.0,1.0,0.0,1.0,3.0,27
Business,BUS,BUS 82,1395,EVERETT K M,16.0,2.0,1.0,0.0,15.0,1.0,1.0,0.0,1.0,3.0,40
Business,BUS,BUS 84,1396,RODRIGUEZ K P,13.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,22
Business,BUS,BUS 85,1397,EVERETT K M,19.0,1.0,3.0,1.0,9.0,1.0,1.0,0.0,1.0,7.0,43
Business,BUS,BUS 86,4038,CAMILO J D,3.0,2.0,1.0,2.0,16.0,0.0,1.0,0.0,0.0,5.0,30
Business,BUS,BUS 87,1398,RODRIGUEZ K P,15.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,7.0,1.0,36
Business,COUNS,COUNS 47,1708,LOPEZ EN,5.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10
Business,COUNS,COUNS 47,1709,RESNICK W J,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,9
Business,COUNS,COUNS 47,1710,RESNICK W J,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8
Business,COUNS,COUNS 47,1711,RESNICK W J,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8
Communication and Media Studies,BUS,BUS 29,4043,ADELMAN A,7.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,16
Communication and Media Studies,BUS,BUS 33,4044,ADELMAN A,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8
Communication and Media Studies,COM ST,COM ST 9,1483,GRASS N L,11.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,28
Communication and Media Studies,COM ST,COM ST 9,1484,GRASS N L,11.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0,4.0,34
Communication and Media Studies,COM ST,COM ST 9,4056,FOX N M,2.0,7.0,5.0,1.0,5.0,0.0,0.0,0.0,6.0,3.0,29
Communication and Media Studies,COM ST,COM ST 9,4057,FOX N M,1.0,7.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,24
Communication and Media Studies,COM ST,COM ST 11,1485,MARTIN B S,8.0,5.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,3.0,29
Communication and Media Studies,COM ST,COM ST 11,1486,SADEGHI-TABRIZI,5.0,7.0,3.0,0.0,3.0,1.0,0.0,0.0,5.0,5.0,29
Communication and Media Studies,COM ST,COM ST 11,1487,MELAMED N,8.0,12.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27
Communication and Media Studies,COM ST,COM ST 11,1488,OGATA D K,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,39
Communication and Media Studies,COM ST,COM ST 11,1489,MARTIN B S,11.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,33
Communication and Media Studies,COM ST,COM ST 11,1490,TREMEAU CHEKRO,11.0,9.0,4.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,34
Communication and Media Studies,COM ST,COM ST 11,1491,BROWN N A,12.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,29
Communication and Media Studies,COM ST,COM ST 11,1492,BROCCARD D,6.0,10.0,2.0,3.0,8.0,0.0,0.0,0.0,3.0,4.0,36
Communication and Media Studies,COM ST,COM ST 11,1493,TREMEAU CHEKRO,13.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,34
Communication and Media Studies,COM ST,COM ST 11,1494,MELAMED N,15.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,30
Communication and Media Studies,COM ST,COM ST 11,1495,SUNG M,13.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,32
Communication and Media Studies,COM ST,COM ST 11,1496,OGATA D K,21.0,7.0,3.0,0.0,10.0,1.0,1.0,2.0,8.0,4.0,57
Communication and Media Studies,COM ST,COM ST 11,1497,JUNIUS J A,6.0,10.0,2.0,1.0,13.0,0.0,0.0,0.0,1.0,1.0,34
Communication and Media Studies,COM ST,COM ST 11,1498,PRESTON B L,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31
Communication and Media Studies,COM ST,COM ST 11,1499,JUNIUS J A,10.0,5.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,2.0,32
Communication and Media Studies,COM ST,COM ST 11,1500,HOWARD B,11.0,10.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,3.0,34
Communication and Media Studies,COM ST,COM ST 11,1501,FOX N M,7.0,5.0,6.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0,27
Communication and Media Studies,COM ST,COM ST 11,1502,FOX N M,11.0,4.0,2.0,0.0,9.0,0.0,2.0,0.0,1.0,2.0,31
Communication and Media Studies,COM ST,COM ST 11,1503,HOWARD B,8.0,13.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,33
Communication and Media Studies,COM ST,COM ST 11,1504,HOWARD D B,15.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,29
Communication and Media Studies,COM ST,COM ST 11,1505,HOWARD D B,11.0,7.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,31
Communication and Media Studies,COM ST,COM ST 11,1506,WHIDDEN A R,8.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,6.0,31
Communication and Media Studies,COM ST,COM ST 11,1507,WHIDDEN A R,9.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,2.0,28
Communication and Media Studies,COM ST,COM ST 11,1508,SHAFFER J M,6.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,12.0,5.0,31
Communication and Media Studies,COM ST,COM ST 11,1509,WHIDDEN A R,7.0,11.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,27
Communication and Media Studies,COM ST,COM ST 11,1510,JUNIUS J A,9.0,7.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,33
Communication and Media Studies,COM ST,COM ST 11,1511,FOX N M,8.0,3.0,2.0,0.0,5.0,0.0,1.0,0.0,6.0,5.0,30
Communication and Media Studies,COM ST,COM ST 11,1512,FARSCHMAN K V,23.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,34
Communication and Media Studies,COM ST,COM ST 11,1513,FARSCHMAN K V,13.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,3.0,34
Communication and Media Studies,COM ST,COM ST 11,1514,SHAFFER J M,7.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,10.0,3.0,29
Communication and Media Studies,COM ST,COM ST 11,1515,FARSCHMAN K V,11.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,28
Communication and Media Studies,COM ST,COM ST 11,1516,SUNG M,7.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,26
Communication and Media Studies,COM ST,COM ST 11,1517,BERMUDEZ JR N A,27.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,36
Communication and Media Studies,COM ST,COM ST 11,1518,PRESTON B L,22.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28
Communication and Media Studies,COM ST,COM ST 11,1519,SADEGHI-TABRIZI,3.0,7.0,3.0,2.0,7.0,1.0,1.0,0.0,1.0,5.0,30
Communication and Media Studies,COM ST,COM ST 11,1520,KAIMIKAUA-GREEN,10.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,24
Communication and Media Studies,COM ST,COM ST 11,3302,MENJIVAR M I,7.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,23
Communication and Media Studies,COM ST,COM ST 11,3446,SIEMON J,10.0,8.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,30
Communication and Media Studies,COM ST,COM ST 11,3458,MELAMED N,8.0,5.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,4.0,27
Communication and Media Studies,COM ST,COM ST 11,3464,HEMMERT S B,4.0,5.0,1.0,1.0,10.0,0.0,0.0,0.0,6.0,4.0,31
Communication and Media Studies,COM ST,COM ST 11,3487,KAIMIKAUA-GREEN,5.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,20
Communication and Media Studies,COM ST,COM ST 11,3503,BERGSTROM L M,12.0,7.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,29
Communication and Media Studies,COM ST,COM ST 11,4058,HOWARD B,4.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,25
Communication and Media Studies,COM ST,COM ST 11,4059,SHIRAZI Z,19.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,27
Communication and Media Studies,COM ST,COM ST 16,1521,BERMUDEZ JR N A,17.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,31
Communication and Media Studies,COM ST,COM ST 16,1522,SADEGHI-TABRIZI,12.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,32
