Department,Subject,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,RD,EW,W,Total
Cosmetology,COSM,COSM 40,1649,DICAMILLO N,14,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
Cosmetology,COSM,COSM 41B,1650,MONGE J V,18,6,3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,29
Cosmetology,COSM,COSM 42,1651,HARRISON H L,12,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,14
Cosmetology,COSM,COSM 42,1652,HARRISON H L,15,4,1,1,1,0.0,0.0,0.0,0.0,2,0.0,24
Cosmetology,COSM,COSM 46,1653,MONGE J V,17,6,1,0.0,2,0.0,0.0,0.0,0.0,2,0.0,28
Cosmetology,COSM,COSM 48,1654,KEPLER J M,8,1,1,1,0.0,0.0,0.0,0.0,0.0,1,0.0,12
Cosmetology,COSM,COSM 48,1655,KEPLER J M,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,13
Cosmetology,COSM,COSM 48,4062,HORN S L,8,2,0.0,1,0.0,0.0,0.0,0.0,0.0,2,0.0,13
Cosmetology,COSM,COSM 48,4063,HORN S L,7,7,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,17
Cosmetology,COSM,COSM 48B,1656,MONGE J V,16,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,21
Cosmetology,COSM,COSM 48B,1657,MONGE J V,14,2,0.0,2,1,0.0,0.0,0.0,0.0,1,0.0,20
Cosmetology,COSM,COSM 48B,1659,MONGE J V,16,4,3,0.0,1,0.0,0.0,0.0,0.0,2,0.0,26
Cosmetology,COSM,COSM 50A,1660,MOISAN A V,15,2,0.0,0.0,4,0.0,0.0,0.0,0.0,2,0.0,23
Cosmetology,COSM,COSM 50B,1661,CEBALLOS B A,11,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
Cosmetology,COSM,COSM 50C,1662,DICAMILLO N,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Cosmetology,COSM,COSM 50C,1663,DICAMILLO N,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Cosmetology,COSM,COSM 50C,1664,DICAMILLO N,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cosmetology,COSM,COSM 50C,3407,DICAMILLO N,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Cosmetology,COSM,COSM 50E,1665,DICAMILLO N,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,9
Cosmetology,COSM,COSM 50E,1666,DICAMILLO N,5,5,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,12
Cosmetology,COSM,COSM 50E,1667,DICAMILLO N,6,4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,12
Cosmetology,COSM,COSM 50E,3408,DICAMILLO N,0.0,5,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,9
Cosmetology,COSM,COSM 50N,1668,DICAMILLO N,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Cosmetology,COSM,COSM 50N,1669,DICAMILLO N,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cosmetology,COSM,COSM 50N,1670,DICAMILLO N,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,1,0.0,3
Cosmetology,COSM,COSM 50N,3409,DICAMILLO N,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
Cosmetology,COSM,COSM 50R,3410,DICAMILLO N,4,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,8
Cosmetology,COSM,COSM 64,1672,MANUEL S M,13,2,5,0.0,4,0.0,0.0,0.0,0.0,4,0.0,28
Cosmetology,COSM,COSM 64,1674,MANUEL S M,18,4,3,1,2,0.0,1,0.0,0.0,2,0.0,31
Cosmetology,COSM,COSM 90A,3476,PERRET D M,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
Cosmetology,COSM,COSM 95A,1677,MANUEL S M,0.0,0.0,0.0,0.0,0.0,60,20,0.0,0.0,10,0.0,90
Cosmetology,COSM,COSM 95B,1678,ASSADI J,0.0,0.0,0.0,0.0,0.0,19,9,0.0,0.0,5,0.0,33
Cosmetology,COSM,COSM 95C,1679,ASSADI J,0.0,0.0,0.0,0.0,0.0,7,12,0.0,0.0,4,0.0,23
Cosmetology,COSM,COSM 95D,1680,HARRISON H L,0.0,0.0,0.0,0.0,0.0,7,6,0.0,0.0,1,0.0,14
Counseling,COUNS,COUNS 1,1681,FINLEY S F,0.0,0.0,0.0,0.0,0.0,31,5,0.0,0.0,8,0.0,44
Counseling,COUNS,COUNS 1,1682,FINLEY S F,0.0,0.0,0.0,0.0,0.0,31,7,0.0,0.0,2,0.0,40
Counseling,COUNS,COUNS 11,1683,FINLEY S F,0.0,0.0,0.0,0.0,0.0,33,2,0.0,0.0,4,1,40
Counseling,COUNS,COUNS 11,3399,ROWLAND Y T,0.0,0.0,0.0,0.0,0.0,30,7,0.0,0.0,3,0.0,40
Counseling,COUNS,COUNS 11,3400,SOK C,0.0,0.0,0.0,0.0,0.0,34,3,0.0,0.0,0.0,0.0,37
Counseling,COUNS,COUNS 11,3402,KIM SOO,0.0,0.0,0.0,0.0,0.0,17,7,0.0,0.0,0.0,1,25
Counseling,COUNS,COUNS 11B,3401,SANKER C,0.0,0.0,0.0,0.0,0.0,39,3,0.0,0.0,1,0.0,43
Counseling,COUNS,COUNS 11B,3403,HAMILTON K N,0.0,0.0,0.0,0.0,0.0,12,2,0.0,0.0,0.0,1,15
Counseling,COUNS,COUNS 12,1687,GURROLA D M,6,1,3,1,7,0.0,0.0,0.0,0.0,7,0.0,25
Counseling,COUNS,COUNS 12,1688,MESHKANI J,24,2,1,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,30
Counseling,COUNS,COUNS 12,1689,JOHNSON DE A,11,4,2,0.0,6,0.0,0.0,0.0,0.0,2,0.0,25
Counseling,COUNS,COUNS 12,1690,GAUSMAN J M,22,1,1,2,3,0.0,0.0,0.0,0.0,1,0.0,30
Counseling,COUNS,COUNS 12,1691,MARTINEZ E,9,3,0.0,2,3,0.0,0.0,1,0.0,2,0.0,20
Counseling,COUNS,COUNS 12,1692,SRAPYAN G,11,1,1,1,2,0.0,0.0,0.0,0.0,2,0.0,18
Counseling,COUNS,COUNS 12,1693,FOX M P,21,3,3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,29
Counseling,COUNS,COUNS 12,1694,SUNDERMEIER C,20,2,1,1,3,0.0,0.0,0.0,0.0,3,0.0,30
Counseling,COUNS,COUNS 12,1695,GURROLA D M,12,6,0.0,0.0,1,0.0,0.0,1,0.0,2,0.0,22
Counseling,COUNS,COUNS 12,1696,MESHKANI J,21,1,1,0.0,4,0.0,0.0,0.0,0.0,4,0.0,31
Counseling,COUNS,COUNS 12,1697,JOHNSON DE A,9,3,1,3,10,1,1,1,0.0,2,0.0,31
Counseling,COUNS,COUNS 12,1698,GAUSMAN J M,13,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,19
Counseling,COUNS,COUNS 12,1699,MARTINEZ E,15,2,2,0.0,7,0.0,0.0,0.0,0.0,1,0.0,27
Counseling,COUNS,COUNS 12,1700,SUNDERMEIER C,22,1,1,0.0,1,0.0,1,0.0,0.0,1,0.0,27
Counseling,COUNS,COUNS 12,1701,ABRAMYAN M D,18,4,0.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,27
Counseling,COUNS,COUNS 15,1704,FOX M P,36,1,0.0,0.0,2,1,1,0.0,0.0,0.0,0.0,41
Counseling,COUNS,COUNS 15,3396,FOX M P,22,1,1,3,2,1,0.0,0.0,0.0,2,0.0,32
Counseling,COUNS,COUNS 20,1706,COOPER D J,18,4,2,2,3,0.0,0.0,0.0,0.0,5,0.0,34
Counseling,COUNS,COUNS 20,1707,COOPER D J,14,7,6,2,1,0.0,0.0,0.0,0.0,2,0.0,32
Counseling,COUNS,COUNS 20,1708,COOPER D J,12,5,0.0,2,6,0.0,0.0,0.0,0.0,6,0.0,31
Counseling,COUNS,COUNS 20,1709,GALINDO O A,11,2,4,3,7,0.0,0.0,0.0,0.0,3,0.0,30
Counseling,COUNS,COUNS 20,1710,GALINDO O A,5,7,5,1,8,0.0,0.0,0.0,0.0,8,0.0,34
Counseling,COUNS,COUNS 20,1711,GALINDO O A,12,3,2,2,8,0.0,0.0,0.0,0.0,1,0.0,28
Counseling,COUNS,COUNS 20,1712,TREJO A D,9,6,3,0.0,4,0.0,0.0,0.0,0.0,4,0.0,26
Counseling,COUNS,COUNS 20,1713,TREJO A D,13,0.0,2,0.0,1,0.0,0.0,0.0,0.0,2,0.0,18
Counseling,COUNS,COUNS 20,1715,BONILLA V,8,3,3,2,1,0.0,0.0,0.0,0.0,6,0.0,23
Counseling,COUNS,COUNS 20,1717,BONILLA V,5,5,2,2,3,0.0,0.0,1,0.0,2,0.0,20
Counseling,COUNS,COUNS 20,1718,FELIX J,5,3,3,1,5,0.0,0.0,0.0,0.0,2,0.0,19
Counseling,COUNS,COUNS 20,1720,FELIX J,8,1,0.0,1,5,0.0,1,0.0,0.0,4,0.0,20
Counseling,COUNS,COUNS 20,1721,FINLEY S F,6,3,1,1,0.0,1,0.0,0.0,0.0,5,0.0,17
Counseling,COUNS,COUNS 20,1723,TILLEY ROSILYNN E,8,4,3,1,1,0.0,0.0,0.0,0.0,5,0.0,22
Counseling,COUNS,COUNS 20,1724,BONILLA V,19,1,2,1,0.0,1,1,0.0,0.0,6,0.0,31
Counseling,COUNS,COUNS 20,1725,BONILLA V,14,6,2,0.0,1,0.0,1,0.0,0.0,7,0.0,31
Counseling,COUNS,COUNS 20,1726,VALENTINE D,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,21
Counseling,COUNS,COUNS 20,1727,VALENTINE D,17,0.0,0.0,0.0,2,1,0.0,0.0,0.0,4,0.0,24
Counseling,COUNS,COUNS 20,1728,FELIX J,16,2,1,2,4,0.0,2,0.0,0.0,1,0.0,28
Counseling,COUNS,COUNS 20,1729,VALENTINE D,10,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,6,0.0,17
Counseling,COUNS,COUNS 20,1730,FELIX J,11,6,3,2,3,0.0,1,0.0,0.0,1,0.0,27
Counseling,COUNS,COUNS 20,1731,TILLEY ROSILYNN E,16,4,3,1,0.0,0.0,0.0,0.0,0.0,2,0.0,26
Counseling,COUNS,COUNS 20,1732,TILLEY ROSILYNN E,11,4,4,0.0,1,0.0,0.0,0.0,0.0,6,0.0,26
Counseling,COUNS,COUNS 88A,1749,FELIX J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 88B,1751,FELIX J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,COUNS,COUNS 88C,1752,FELIX J,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Counseling,COUNS,COUNS 90A,1753,JOHNSON DE A,0.0,0.0,0.0,0.0,0.0,6,0.0,1,0.0,0.0,0.0,7
Counseling,COUNS,COUNS 90A,3412,GAUSMAN J M,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,3
Counseling,COUNS,COUNS 90B,1754,JOHNSON DE A,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,1,0.0,8
Counseling,COUNS,COUNS 90C,1755,JOHNSON DE A,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,1,6
Counseling,COUNS,COUNS 90D,1756,JOHNSON DE A,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,8
Counseling,CIS,CIS 1,1471,CLARK G B,6,3,2,0.0,2,0.0,0.0,0.0,0.0,3,0.0,16
Counseling,CIS,CIS 1,1472,EL-KHOURY N R,10,6,2,2,4,0.0,0.0,0.0,0.0,3,0.0,27
Counseling,CIS,CIS 1,1473,SCOTT JACQUELINE D,8,4,1,1,11,0.0,0.0,0.0,0.0,6,0.0,31
Counseling,CIS,CIS 1,1474,EL-KHOURY N R,17,3,2,1,0.0,1,0.0,0.0,0.0,6,0.0,30
Counseling,CIS,CIS 1,1475,CLARK G B,14,2,0.0,2,2,0.0,0.0,0.0,0.0,1,0.0,21
Counseling,CIS,CIS 1,1476,RODRIGUEZ J E,11,5,4,0.0,5,0.0,0.0,0.0,0.0,1,0.0,26
Counseling,CIS,CIS 4,1477,SCOTT JACQUELINE D,12,4,0.0,2,8,0.0,0.0,0.0,0.0,3,0.0,29
Counseling,CIS,CIS 4,1478,JERRY G S,21,3,7,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,32
Counseling,CIS,CIS 4,1479,SCOTT JACQUELINE D,5,4,0.0,2,11,0.0,0.0,0.0,0.0,6,0.0,28
Counseling,CIS,CIS 4,1480,JERRY G S,21,7,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
Counseling,CIS,CIS 4,1481,JERRY G S,17,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,26
Counseling,CIS,CIS 4,1482,JERRY G S,16,5,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,26
Counseling,CIS,CIS 4,1483,ZIMMERMAN W L,6,5,5,0.0,1,0.0,0.0,0.0,0.0,6,0.0,23
Counseling,CIS,CIS 4,1484,ZIMMERMAN W L,9,4,2,0.0,1,0.0,0.0,0.0,0.0,5,0.0,21
Counseling,CIS,CIS 4,1485,CANADA S A,22,5,1,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,32
Counseling,CIS,CIS 4,1486,CANADA S A,17,5,3,0.0,1,0.0,0.0,0.0,0.0,2,0.0,28
Counseling,CIS,CIS 4,1487,CANADA S A,21,3,1,0.0,0.0,1,0.0,0.0,0.0,3,0.0,29
Counseling,CIS,CIS 4,4053,SIMMONDS A R,15,2,3,0.0,3,0.0,0.0,0.0,0.0,3,0.0,26
Counseling,CIS,CIS 9A,1488,DARWICHE J,5,1,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0.0,8
Counseling,CIS,CIS 9B,1489,DARWICHE J,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,8
Counseling,CIS,CIS 30,1490,BOLANDHEMAT F,17,0.0,0.0,1,2,0.0,0.0,0.0,0.0,3,0.0,23
Counseling,CIS,CIS 30,1491,BOLANDHEMAT F,12,4,4,0.0,1,0.0,0.0,0.0,0.0,3,0.0,24
Counseling,CIS,CIS 32,1492,EL-KHOURY N R,7,1,0.0,0.0,2,0.0,0.0,0.0,0.0,7,0.0,17
Counseling,CIS,CIS 34,1493,BOLANDHEMAT F,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4,0.0,11
Counseling,CIS,CIS 35A,1494,VALDIVIA O,13,2,3,2,0.0,0.0,0.0,0.0,0.0,4,0.0,24
Counseling,CIS,CIS 35B,1495,VALDIVIA O,9,2,3,1,2,0.0,1,0.0,0.0,8,0.0,26
Counseling,CIS,CIS 37,1496,JERRY G S,15,3,3,1,1,1,1,0.0,0.0,3,0.0,28
Counseling,CIS,CIS 38,1497,VALDIVIA O,10,5,0.0,0.0,0.0,2,0.0,0.0,0.0,5,0.0,22
Counseling,CIS,CIS 39,1498,JERRY G S,17,6,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,26
Counseling,CIS,CIS 50,1499,BOLANDHEMAT F,17,2,3,1,3,0.0,0.0,0.0,0.0,2,0.0,28
Counseling,CIS,CIS 51,1500,BOLANDHEMAT F,12,2,2,0.0,2,0.0,0.0,0.0,0.0,7,0.0,25
Counseling,CIS,CIS 60A,1501,VALDIVIA O,15,2,0.0,0.0,1,0.0,0.0,0.0,0.0,6,0.0,24
Counseling,CIS,CIS 60B,1502,VALDIVIA O,7,4,1,1,0.0,0.0,0.0,0.0,0.0,6,0.0,19
Counseling,CIS,CIS 67,1503,CLARK G B,19,5,1,0.0,1,0.0,0.0,0.0,0.0,5,0.0,31
Counseling,CIS,CIS 70,1504,ROTHAUPT B L,20,2,0.0,1,2,1,0.0,0.0,0.0,3,0.0,29
Counseling,CIS,CIS 70,1505,ROTHAUPT B L,21,0.0,0.0,0.0,2,1,0.0,0.0,0.0,2,0.0,26
Counseling,CIS,CIS 88A,1506,STAHL H A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,CS,CS 3,1757,SUPAT W,11,5,3,0.0,8,1,0.0,0.0,0.0,8,0.0,36
Counseling,CS,CS 3,1758,SUPAT W,10,5,7,3,2,1,0.0,0.0,0.0,7,0.0,35
Counseling,CS,CS 3,1759,BOLANDHEMAT F,11,3,1,2,3,0.0,0.0,0.0,0.0,6,0.0,26
Counseling,CS,CS 3,1760,HURLEY D P,20,8,2,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,37
Counseling,CS,CS 3,1761,HURLEY D P,18,4,0.0,0.0,2,0.0,0.0,0.0,0.0,12,0.0,36
Counseling,CS,CS 3,1762,KURTZ K A,18,6,4,2,7,0.0,0.0,0.0,0.0,3,0.0,40
Counseling,CS,CS 3,1763,KURTZ K A,23,3,0.0,0.0,5,0.0,0.0,0.0,0.0,4,0.0,35
Counseling,CS,CS 3,1764,MORGAN D B,15,3,1,0.0,12,0.0,0.0,0.0,0.0,2,0.0,33
Counseling,CS,CS 3,4064,KURTZ K A,13,9,3,2,3,0.0,0.0,0.0,0.0,4,0.0,34
Counseling,CS,CS 3,4065,HOTSINPILLER S S,13,7,3,0.0,5,0.0,0.0,0.0,0.0,9,0.0,37
Counseling,CS,CS 3,4066,HOTSINPILLER S S,11,4,2,0.0,6,0.0,0.0,0.0,0.0,16,0.0,39
Counseling,CS,CS 7,1765,SENO V T,18,1,0.0,1,4,0.0,0.0,0.0,0.0,2,0.0,26
Counseling,CS,CS 9A,1766,DARWICHE J,3,1,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,7
Counseling,CS,CS 9B,1767,DARWICHE J,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,5
Counseling,CS,CS 15,1768,BOLANDHEMAT F,6,3,5,0.0,2,1,0.0,0.0,0.0,3,0.0,20
Counseling,CS,CS 15,1769,BOLANDHEMAT F,7,8,6,0.0,0.0,1,0.0,0.0,0.0,9,1,32
Counseling,CS,CS 15,3386,MARCHAND K A,8,1,5,0.0,2,0.0,0.0,3,0.0,2,0.0,21
Counseling,CS,CS 17,1770,STAHL H A,17,4,2,0.0,5,0.0,0.0,0.0,0.0,11,0.0,39
Counseling,CS,CS 17,1771,HAGHOO M,15,5,3,1,5,1,1,0.0,0.0,10,0.0,41
Counseling,CS,CS 20A,4067,NGUYEN L V,7,8,8,6,2,0.0,1,0.0,0.0,10,1,43
Counseling,CS,CS 20A,4068,NGUYEN L V,10,11,3,4,8,1,0.0,0.0,0.0,8,0.0,45
Counseling,CS,CS 20A,4069,BISHOP M S,10,9,4,0.0,4,1,0.0,0.0,0.0,11,0.0,39
Counseling,CS,CS 20A,4319,VIDAL S R,5,2,3,1,0.0,0.0,0.0,0.0,0.0,13,0.0,24
Counseling,CS,CS 20B,4070,SU J C,12,7,6,0.0,1,1,1,0.0,0.0,6,0.0,34
Counseling,CS,CS 30,4071,NGUYEN L V,10,4,6,3,6,0.0,1,0.0,0.0,10,2,42
Counseling,CS,CS 40,4072,MORGAN D B/STAHL H,16,4,1,0.0,2,1,1,0.0,0.0,7,0.0,32
Counseling,CS,CS 42,1772,ESHAGHIAN M M,27,10,0.0,1,0.0,0.0,0.0,0.0,0.0,7,0.0,45
Counseling,CS,CS 42,1773,ESHAGHIAN M M,26,5,1,0.0,1,1,0.0,0.0,0.0,6,0.0,40
Counseling,CS,CS 50,1774,DARWICHE J,6,5,8,2,2,0.0,0.0,0.0,0.0,9,0.0,32
Counseling,CS,CS 50,1775,DEHKHODA A,20,4,0.0,2,2,0.0,0.0,0.0,0.0,5,0.0,33
Counseling,CS,CS 50,1776,KOENIG P,23,3,0.0,2,0.0,0.0,0.0,0.0,0.0,6,0.0,34
Counseling,CS,CS 50,1777,DEHKHODA A,14,7,7,0.0,2,0.0,0.0,0.0,0.0,6,0.0,36
Counseling,CS,CS 50,1778,DEHKHODA A,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,13
Counseling,CS,CS 50,1779,ESHAGHIAN M M,17,1,0.0,1,1,1,0.0,0.0,0.0,3,0.0,24
Counseling,CS,CS 50,1780,ESHAGHIAN M M,5,6,2,1,2,0.0,0.0,0.0,0.0,1,0.0,17
Counseling,CS,CS 50,1781,HAGHOO M,9,2,2,1,4,1,0.0,0.0,0.0,5,0.0,24
Counseling,CS,CS 50,4073,AMINI A,23,5,2,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,38
Counseling,CS,CS 50,4074,AMINI A,10,1,1,0.0,3,0.0,0.0,0.0,0.0,1,0.0,16
Counseling,CS,CS 52,1782,BISHOP M S,11,5,3,1,4,0.0,0.0,0.0,0.0,13,0.0,37
Counseling,CS,CS 52,1785,RATTANASOOK H,20,7,1,0.0,1,0.0,0.0,0.0,0.0,4,0.0,33
Counseling,CS,CS 52,1786,ESHAGHIAN M M,23,9,1,0.0,2,0.0,0.0,0.0,0.0,1,0.0,36
Counseling,CS,CS 52,1787,ESHAGHIAN M M,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
Counseling,CS,CS 52,1788,RATTANASOOK H,16,6,2,2,0.0,0.0,0.0,0.0,0.0,8,0.0,34
Counseling,CS,CS 52,4075,BISHOP M S,4,3,2,1,0.0,0.0,1,0.0,0.0,15,0.0,26
Counseling,CS,CS 53B,4076,DEHKHODA A,8,4,0.0,0.0,0.0,2,0.0,0.0,0.0,1,0.0,15
Counseling,CS,CS 55,1789,DEHKHODA A,20,8,1,2,0.0,0.0,0.0,0.0,0.0,3,0.0,34
Counseling,CS,CS 55,1790,DEHKHODA A,18,9,3,1,1,0.0,0.0,0.0,0.0,4,0.0,36
Counseling,CS,CS 56,1791,DEHKHODA A,21,8,0.0,1,0.0,0.0,0.0,0.0,0.0,3,0.0,33
Counseling,CS,CS 56,1792,KALISCH N A,8,7,2,2,1,0.0,0.0,0.0,0.0,15,1,36
Counseling,CS,CS 60,4077,SHARMA V D,15,7,1,0.0,4,1,1,0.0,0.0,10,0.0,39
Counseling,CS,CS 60,4078,SHARMA V D,11,7,2,0.0,5,0.0,1,0.0,0.0,9,0.0,35
Counseling,CS,CS 70,1793,MORGAN D B/STAHL H,12,11,2,0.0,2,0.0,0.0,0.0,0.0,13,0.0,40
Counseling,CS,CS 73A,1794,DARWICHE J,23,2,1,1,0.0,0.0,0.0,0.0,0.0,3,0.0,30
Counseling,CS,CS 73B,1795,CORBIN S L,20,2,5,0.0,4,1,0.0,0.0,0.0,0.0,0.0,32
Counseling,CS,CS 73C,1796,SENO V T,18,6,2,0.0,3,0.0,2,0.0,0.0,3,0.0,34
Counseling,CS,CS 79A,1797,DABBAGH H,22,0.0,3,0.0,3,0.0,0.0,0.0,0.0,4,0.0,32
Counseling,CS,CS 79A,1798,DABBAGH H,17,5,1,0.0,4,0.0,0.0,0.0,0.0,1,0.0,28
Counseling,CS,CS 79B,1799,SAMPLEWALA M S,15,7,0.0,1,3,0.0,0.0,0.0,0.0,4,0.0,30
Counseling,CS,CS 79B,3385,KOL K T,13,2,1,1,5,0.0,1,0.0,0.0,2,0.0,25
Counseling,CS,CS 79C,1800,SENO V T,24,2,0.0,0.0,3,0.0,0.0,1,0.0,2,0.0,32
Counseling,CS,CS 79D,1801,SENO V T,14,4,3,0.0,0.0,1,0.0,0.0,0.0,3,0.0,25
Counseling,CS,CS 79D,3388,KOL K T,10,2,2,0.0,2,0.0,0.0,1,0.0,5,0.0,22
Counseling,CS,CS 79E,1802,SENO V T,9,6,0.0,0.0,4,0.0,0.0,0.0,0.0,2,0.0,21
Counseling,CS,CS 79F,1803,SENO V T,13,3,2,2,3,1,1,1,0.0,6,0.0,32
Counseling,CS,CS 79Y,1804,STAHL H A,10,1,0.0,0.0,2,0.0,0.0,0.0,0.0,10,0.0,23
Counseling,CS,CS 79Z,1805,KOL K T,12,3,2,0.0,3,0.0,0.0,0.0,0.0,4,0.0,24
Counseling,CS,CS 80,1806,EDMONDS M,18,2,3,1,5,2,0.0,1,0.0,5,0.0,37
Counseling,CS,CS 80,1807,EDMONDS M,13,6,2,0.0,7,0.0,0.0,0.0,0.0,8,0.0,36
Counseling,CS,CS 80,3387,MARCHAND K A,21,2,0.0,0.0,1,0.0,0.0,0.0,0.0,2,0.0,26
Counseling,CS,CS 81,1808,WANG AN C,15,7,3,0.0,5,0.0,3,0.0,0.0,8,0.0,41
Counseling,CS,CS 83R,1809,STAHL H A,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,14
Counseling,CS,CS 85,1810,SENO V T,15,3,1,1,2,1,0.0,0.0,0.0,0.0,0.0,23
Counseling,CS,CS 87A,1811,BISHOP M S,7,7,3,2,5,0.0,0.0,0.0,0.0,9,0.0,33
Counseling,CS,CS 87A,1812,BISHOP M S,6,1,4,1,3,0.0,1,0.0,0.0,4,0.0,20
Counseling,CS,CS 87A,1813,DARWICHE J,6,3,5,4,3,2,1,0.0,0.0,12,0.0,36
Counseling,CS,CS 87A,1814,DARWICHE J,8,9,3,1,4,1,2,0.0,0.0,6,0.0,34
Counseling,CS,CS 87B,1815,DARWICHE J,9,5,2,0.0,0.0,0.0,1,0.0,0.0,17,0.0,34
Counseling,CS,CS 88A,1816,STAHL H A,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1
Counseling,CS,CS 88B,1817,STAHL H A,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Counseling,OFTECH,OFTECH 1,2953,REED A M,12,2,1,1,2,0.0,0.0,0.0,0.0,4,0.0,22
Counseling,OFTECH,OFTECH 1A,2954,REED A M,7,0.0,1,0.0,1,0.0,0.0,0.0,0.0,2,0.0,11
Counseling,OFTECH,OFTECH 1A,2955,VYOR S J,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,14
Counseling,OFTECH,OFTECH 1A,2956,VYOR S J,7,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,10
Counseling,OFTECH,OFTECH 1B,2957,REED A M,3,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,6
Counseling,OFTECH,OFTECH 1B,2958,VYOR S J,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4
Counseling,OFTECH,OFTECH 1B,2959,VYOR S J,2,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
Counseling,OFTECH,OFTECH 1C,2960,REED A M,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,5
Counseling,OFTECH,OFTECH 1C,2961,VYOR S J,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Counseling,OFTECH,OFTECH 1C,2962,VYOR S J,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Counseling,OFTECH,OFTECH 9,2963,REED A M,2,0.0,1,0.0,1,0.0,0.0,0.0,0.0,1,0.0,5
Counseling,OFTECH,OFTECH 9,2964,VYOR S J,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
