Department,Subject,Course,Instructor,A,B,C,D,F,IP,IX,NP,P,RD,W,Total
English,ENGL,ENGL 1,KEMPER D E,7.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,23
English,ENGL,ENGL 1,KRUG J M,7.0,14.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,49
English,ENGL,ENGL 1,LANDAU D M E,6.0,7.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 1,LIVANIS L,2.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,20
English,ENGL,ENGL 1,MARKARIAN E A,22.0,20.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,81
English,ENGL,ENGL 1,MARTINEZ‐GIL C,19.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,44
English,ENGL,ENGL 1,MATTESSICH S N,17.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,31
English,ENGL,ENGL 1,MEYER E E,3.0,3.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,27
English,ENGL,ENGL 1,MISAGHI A M,16.0,12.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,55
English,ENGL,ENGL 1,MURPHY E M,14.0,7.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46
English,ENGL,ENGL 1,NELSON LAUNA A,3.0,6.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,24
English,ENGL,ENGL 1,NELSON P M,8.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,24
English,ENGL,ENGL 1,OBA R K,5.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20
English,ENGL,ENGL 1,PACCHIOLI J J,5.0,7.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,50
English,ENGL,ENGL 1,PADILLA M R,12.0,8.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,55
English,ENGL,ENGL 1,PAIK‐SCHOENBERG J,6.0,6.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,29.0,61
English,ENGL,ENGL 1,PEEPLES R A,3.0,2.0,9.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,4.0,25
English,ENGL,ENGL 1,PRITCHARD L A,12.0,9.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,9.0,49
English,ENGL,ENGL 1,RAJSKI B,35.0,20.0,7.0,0.0,9.0,0.0,3.0,1.0,0.0,0.0,14.0,89
English,ENGL,ENGL 1,ROBINSON B,22.0,16.0,6.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,57
English,ENGL,ENGL 1,ROSS M S,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18
English,ENGL,ENGL 1,SANDOVAL A,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,24
English,ENGL,ENGL 1,SCHNITZLER A P,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24
English,ENGL,ENGL 1,STIRLING M S,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,14
English,ENGL,ENGL 1,SURENDRANATH L C,7.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,20
English,ENGL,ENGL 1,TATERI J S,0.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,19
English,ENGL,ENGL 1,TODD G T,6.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,73
English,ENGL,ENGL 1,VISHWANADHA H,1.0,3.0,8.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,22.0,52
English,ENGL,ENGL 1,WANG L Z,2.0,9.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,24
English,ENGL,ENGL 1,WEATHERFORD K C,2.0,13.0,13.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,51
English,ENGL,ENGL 1,WRIGHT N E,9.0,9.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,50
English,ENGL,ENGL 1,YOUNG R U,3.0,7.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 2,ADAMS J J,13.0,14.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,52
English,ENGL,ENGL 2,AGHABEGIAN DIANA E,3.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,21
English,ENGL,ENGL 2,ANDERSON E,11.0,11.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,44
English,ENGL,ENGL 2,ARIEFF D E,17.0,11.0,8.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,48
English,ENGL,ENGL 2,ARMS E D,20.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26
English,ENGL,ENGL 2,BELL S L,19.0,16.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,50
English,ENGL,ENGL 2,BLACKWELL N,14.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,26
English,ENGL,ENGL 2,BONAR H S,27.0,19.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,75
English,ENGL,ENGL 2,BRIGSTOCKE J W,9.0,22.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,9.0,50
English,ENGL,ENGL 2,BUMBERA N J,6.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,25
English,ENGL,ENGL 2,BURAK C D,22.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46
English,ENGL,ENGL 2,CAGGIANO S E,2.0,14.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 2,CARDENAS T P,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29
English,ENGL,ENGL 2,COLMER I H,10.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,24
English,ENGL,ENGL 2,CONSTANTIN G N,42.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,55
English,ENGL,ENGL 2,CRAMER T R,19.0,21.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,48
English,ENGL,ENGL 2,DAVIS C V,3.0,10.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,24
English,ENGL,ENGL 2,DEL GEORGE D K,11.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23
English,ENGL,ENGL 2,DESAI D H,15.0,17.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,50
English,ENGL,ENGL 2,DIXON M J,19.0,9.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,50
English,ENGL,ENGL 2,DOSSETT G H,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
English,ENGL,ENGL 2,DOUCET W J,10.0,10.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,37
English,ENGL,ENGL 2,DRISCOLL L V,9.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,28
English,ENGL,ENGL 2,EDELMANN C,9.0,12.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,45
English,ENGL,ENGL 2,ENGELMANN D S,30.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,54
English,ENGL,ENGL 2,ESPINOSA A A,12.0,16.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,54
English,ENGL,ENGL 2,FUCHS C A,13.0,20.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,70
English,ENGL,ENGL 2,GARCIA M S,7.0,11.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,33
English,ENGL,ENGL 2,GILDNER B J,14.0,29.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,75
English,ENGL,ENGL 2,GONZALEZ S G,13.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,28
English,ENGL,ENGL 2,GOODE S S,10.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,45
English,ENGL,ENGL 2,GRIFFY W J,7.0,8.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,25
English,ENGL,ENGL 2,GUSTIN M J,14.0,21.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,60
English,ENGL,ENGL 2,HAMADA M J,24.0,15.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,63
English,ENGL,ENGL 2,HANSEN N C,19.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
English,ENGL,ENGL 2,HASSMAN T,12.0,11.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,41
English,ENGL,ENGL 2,HERTZ U L,4.0,15.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,45
English,ENGL,ENGL 2,HOTSINPILLER MATTHEW,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17
English,ENGL,ENGL 2,IRELAND S P,22.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32
English,ENGL,ENGL 2,JANAKOS L D,8.0,16.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,41
English,ENGL,ENGL 2,JOHNSON D J,9.0,20.0,10.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,53
English,ENGL,ENGL 2,KARRON R,17.0,13.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,50
English,ENGL,ENGL 2,KAUFFMAN S R,28.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36
English,ENGL,ENGL 2,KEMPER D E,17.0,16.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,48
English,ENGL,ENGL 2,KRUSOE J A,5.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,46
English,ENGL,ENGL 2,LANDAU D M E,4.0,7.0,16.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,71
English,ENGL,ENGL 2,LYNCH J J,23.0,8.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,42
English,ENGL,ENGL 2,MANDIA C P,6.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,20
English,ENGL,ENGL 2,MATTESSICH S N,43.0,27.0,12.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,94
English,ENGL,ENGL 2,MEEKS C,12.0,13.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,50
English,ENGL,ENGL 2,MEIR N K,32.0,12.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,64
English,ENGL,ENGL 2,MEYER E E,11.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,25
English,ENGL,ENGL 2,MISAGHI A M,30.0,13.0,7.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,11.0,68
English,ENGL,ENGL 2,MOTOIKE K J,21.0,23.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,81
English,ENGL,ENGL 2,OBA R K,7.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25
English,ENGL,ENGL 2,OVERALL S J,8.0,34.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,74
English,ENGL,ENGL 2,PACCHIOLI J J,2.0,10.0,9.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,26
English,ENGL,ENGL 2,PADILLA M R,34.0,17.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,59
English,ENGL,ENGL 2,PAIK‐SCHOENBERG J,5.0,4.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,25
English,ENGL,ENGL 2,PHILLIPS L K,19.0,22.0,16.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,69
English,ENGL,ENGL 2,PRITCHARD L A,26.0,13.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,57
English,ENGL,ENGL 2,RAJSKI B,11.0,3.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,25
English,ENGL,ENGL 2,REICHLE R E,4.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,23
English,ENGL,ENGL 2,REMMES J,4.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20
English,ENGL,ENGL 2,ROBINSON B,26.0,13.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,51
English,ENGL,ENGL 2,SANDOVAL A,8.0,7.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,27
English,ENGL,ENGL 2,SCHNITZLER A P,8.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,27
English,ENGL,ENGL 2,SOSNER J A,10.0,10.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,49
English,ENGL,ENGL 2,SURENDRANATH L C,13.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,24
English,ENGL,ENGL 2,VISHWANADHA H,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,14
English,ENGL,ENGL 2,WILL L J,13.0,11.0,9.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,45
English,ENGL,ENGL 2,YOUNG W H,1.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,20
English,ENGL,ENGL 3,HUMPHREY T F,23.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,33
English,ENGL,ENGL 4,ROSS M S,12.0,8.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,30
English,ENGL,ENGL 5,DRISCOLL L V,19.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35
English,ENGL,ENGL 5,REMMES J,2.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23
English,ENGL,ENGL 6,DOSSETT G H,11.0,13.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,34
English,ENGL,ENGL 7,PACCHIOLI J J,11.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,34
English,ENGL,ENGL 8,ARMS E D,20.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31
English,ENGL,ENGL 9,VISHWANADHA H,2.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,20
English,ENGL,ENGL 20,DAVISON  IV G S,17.0,11.0,14.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,76
English,ENGL,ENGL 20,JAMES K R,10.0,16.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,63
English,ENGL,ENGL 20,MILLER N A,0.0,2.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,22
English,ENGL,ENGL 20,O'HARA D M,3.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,18
English,ENGL,ENGL 24,EDELMANN C,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14
English,ENGL,ENGL 24,ROBERTS P S,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11
English,ENGL,ENGL 28,ADAMS J J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,4.0,24
English,ENGL,ENGL 28,ALLEN J R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,8.0,24
English,ENGL,ENGL 28,BARHAM A C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,1.0,24
English,ENGL,ENGL 28,BLACKWELL N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,0.0,17.0,45
English,ENGL,ENGL 28,BOSTICK J D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,13.0,44
English,ENGL,ENGL 28,CAGGIANO S E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,0.0,17.0,50
English,ENGL,ENGL 28,CARDENAS T P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,5.0,24
English,ENGL,ENGL 28,DURAN A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,0.0,14.0,52
English,ENGL,ENGL 28,ESPINOSA A A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,0.0,11.0,47
English,ENGL,ENGL 28,GARCIA M S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,27
English,ENGL,ENGL 28,GARNICA A M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,17.0,51
English,ENGL,ENGL 28,HAVENNER J K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,23
English,ENGL,ENGL 28,KRUG J M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,9.0,49
English,ENGL,ENGL 28,LIVANIS L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,8.0,20
English,ENGL,ENGL 28,MARKARIAN E A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,53.0,0.0,7.0,81
English,ENGL,ENGL 28,NELSON LAUNA A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,6.0,24
English,ENGL,ENGL 28,NELSON P M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,4.0,24
English,ENGL,ENGL 28,PEEPLES R A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,0.0,4.0,25
English,ENGL,ENGL 28,PRITCHARD L A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,11.0,0.0,5.0,25
English,ENGL,ENGL 28,SANDOVAL A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,12.0,24
English,ENGL,ENGL 28,SCHNITZLER A P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,24
English,ENGL,ENGL 28,TATERI J S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,3.0,19
English,ENGL,ENGL 28,TODD G T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,0.0,31.0,73
English,ENGL,ENGL 28,WANG L Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,2.0,23
English,ENGL,ENGL 28,WEATHERFORD K C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,0.0,13.0,51
English,ENGL,ENGL 28,WRIGHT N E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,11.0,50
English,ENGL,ENGL 28,YOUNG R U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,2.0,25
English,ENGL,ENGL 30A,DAVIS C V,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22
English,ENGL,ENGL 30A,KRUSOE J A,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,27
English,ENGL,ENGL 30A,PADILLA M R,32.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,53
English,ENGL,ENGL 30B,DAVIS C V,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
English,ENGL,ENGL 30B,KRUSOE J A,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,17
English,ENGL,ENGL 30B,PADILLA M R,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15
English,ENGL,ENGL 31,CAGGIANO S E,5.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,17
English,ENGL,ENGL 34,ROBINSON B,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18
English,ENGL,ENGL 39,BORETZ M S,19.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,29
English,ENGL,ENGL 50,HIOUREAS E C,19.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,34
English,ENGL,ENGL 51,REMMES J,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10
English,ENGL,ENGL 52,DEL GEORGE D K,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
English,ENGL,ENGL 57,MARTINEZ‐GIL C,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,20
English,REL ST,REL ST 51,REMMES J,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14
English,REL ST,REL ST 52,DEL GEORGE D K,13.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22
ESL,ESL,ESL 10G,ELLIS T L,3.0,13.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,27
ESL,ESL,ESL 10G,KOENIG GOLOMBEK L K,5.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21
ESL,ESL,ESL 10G,YENSER S J,2.0,3.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,21
ESL,ESL,ESL 10W,ALLIE S M,1.0,12.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,25
ESL,ESL,ESL 10W,KUGEL N,4.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17
ESL,ESL,ESL 10W,KUNIMOTO T A,3.0,9.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22
ESL,ESL,ESL 10W,STIVENER M,2.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21
ESL,ESL,ESL 11A,GRAZIADEI K N,1.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,24
ESL,ESL,ESL 11A,JAFFE S R,2.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,20
ESL,ESL,ESL 11A,KAHN A B,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25
ESL,ESL,ESL 11A,KIM E,2.0,3.0,7.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,25
ESL,ESL,ESL 11A,LEVITT D J,0.0,2.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,25
ESL,ESL,ESL 11A,LODMER E L,1.0,4.0,5.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,27
ESL,ESL,ESL 11A,MUKAI M,2.0,6.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,22
ESL,ESL,ESL 11B,BORGARDT M L,1.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,15
ESL,ESL,ESL 11B,IBARAKI A T,2.0,6.0,7.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,21
ESL,ESL,ESL 11B,KAHN A B,1.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,25
ESL,ESL,ESL 11B,KIM E,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,12
ESL,ESL,ESL 11B,MARASCO J A,1.0,3.0,8.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,19
ESL,ESL,ESL 11B,TORREZ P J,2.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,24
ESL,ESL,ESL 11B,WOLFE R A,2.0,3.0,5.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,20
ESL,ESL,ESL 14A,MARASCO J A,5.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18
ESL,ESL,ESL 14B,MARASCO J A,9.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,19
ESL,ESL,ESL 14B,SPECTOR A L,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18
ESL,ESL,ESL 15,BOSTWICK L H,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21
ESL,ESL,ESL 16A,DOUGLASS J T,6.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,21
ESL,ESL,ESL 16B,DOUGLASS J T,5.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,20
ESL,ESL,ESL 16C,DOUGLASS J T,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11
ESL,ESL,ESL 16C,MARUTYAN N,4.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,23
ESL,ESL,ESL 17,STIVENER M,8.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16
ESL,ESL,ESL 20A,IBARAKI A T,15.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,50
ESL,ESL,ESL 20B,HARCLERODE J E,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15
ESL,ESL,ESL 20B,NAM V S,6.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20
ESL,ESL,ESL 21A,ALLIE S M,4.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,23
ESL,ESL,ESL 21A,ASHLEIGH S B,5.0,18.0,7.0,1.0,4.0,0.0,0.0,1.0,10.0,0.0,3.0,49
ESL,ESL,ESL 21A,BORGARDT M L,1.0,17.0,7.0,5.0,3.0,0.0,0.0,3.0,10.0,0.0,3.0,49
ESL,ESL,ESL 21A,COMBS J B,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14
ESL,ESL,ESL 21A,DELLAPASQUA L C,3.0,9.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,22
ESL,ESL,ESL 21A,GRAZIADEI K N,1.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,24
ESL,ESL,ESL 21A,IBARAKI A T,0.0,3.0,6.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,21
ESL,ESL,ESL 21A,JAFFE S R,1.0,8.0,5.0,1.0,1.0,0.0,0.0,2.0,15.0,0.0,0.0,33
ESL,ESL,ESL 21A,LODMER E L,3.0,5.0,9.0,0.0,1.0,0.0,0.0,3.0,10.0,0.0,3.0,34
